country,temperature_celsius,attacked
Afghanistan,-0.7418959067788944,0
Kenya,-5.611066860586593,0
Kuwait,-4.675653902225476,1
Thailand,0.958760175347394,0
Malawi,-1.0605817736312495,1
Mali,0.1044909804308895,0
Malta,-1.0254393414590448,0
Mauritania,-5.915656806912489,0
Mauritius,-4.705693975162003,0
Mozambique,1.908537449440746,0
Myanmar,-3.51985960113342,0
Turkey,-0.9787537559788578,0
Jordan,1.5288855330856503,0
Oman,3.6683980470562765,1
Russia,0.7506650873043412,0
Senegal,-2.2505782415259192,1
Slovenia,1.7250705335178156,0
South Africa,2.55745785688801,0
Sudan,-1.9681018536177368,1
Tanzania,-1.915461151919319,0
Vietnam,3.5001939494166194,0
Ukraine,-0.5498910569466686,0
United Arab Emirates,0.7143609054657756,0
Uzbekistan,-2.822350459440104,0
Zambia,2.797945924882648,0
Poland,-3.3112613121803154,1
Iraq,-1.289460866015642,1
Nigeria,-0.3292272888327291,1
Indonesia,-4.677841465157664,1
Iran,-0.35982695676207815,1
Albania,-0.9490282475745642,1
Andorra,-5.78275156945424,0
Angola,-2.4177987794754214,1
Armenia,0.7738199764346565,1
Bahrain,3.476717108999646,1
Belarus,-4.484835062125529,0
Bosnia and Herzegovina,-4.2546273399808605,0
Bulgaria,-2.620872088639115,0
Burundi,-1.5850329426852117,1
Madagascar,-0.8619961845934958,0
Cape Verde,0.05884035099509052,1
Botswana,0.4967234242348745,0
Hungary,0.755564129431392,1
Iceland,-3.4550736026715345,0
Chad,0.1308982955780494,0
Vatican City,2.0370695556606893,1
Guinea-Bissau,1.2940108632790563,0
Ghana,4.606215651117396,0
Guinea,2.909459395952805,0
France,-2.4499571974836516,1
Finland,-2.0752235733558626,1
Eritrea,1.4628248694156352,0
Equatorial Guinea,0.02572047246287304,1
Germany,0.6650845079489432,0
Mauritania,-2.0709268209669585,0
Myanmar,-3.4468640619399973,0
Mozambique,-6.765506037919335,0
Mauritius,-0.3134858164724697,0
Malta,0.163796727970744,0
Kenya,-2.089987704853898,0
Malawi,2.025922120374562,1
Thailand,-0.083376553044224,0
Kuwait,0.12147638198926375,1
Turkey,-1.2323458683426214,0
Mali,-1.2365359797195965,0
Nigeria,0.2639460809767982,1
Zambia,0.9687228461016364,0
Poland,-6.410921758470263,1
Russia,-0.9788733235850532,0
Senegal,-5.9405696387273235,1
Slovenia,-0.3197731439850252,0
South Africa,-4.601058756145325,0
Sudan,2.3618597331487066,1
Tanzania,1.5561328333097113,0
Vietnam,1.3787537914581725,0
Ukraine,0.6568465378040885,0
United Arab Emirates,0.2015303424676837,0
Uzbekistan,14.540337983665578,0
Jordan,3.5576645525274904,0
Oman,2.527145464338988,1
Iraq,-8.454636737881938,1
Iran,-0.12345487188544871,1
Indonesia,-1.6565165199535403,1
Albania,-3.018720417152546,1
Andorra,-0.4767670117252219,0
Angola,-4.902192699713523,1
Armenia,0.666226531459738,1
Bahrain,-0.9754220113230527,1
Belarus,-1.9278154815000967,0
Bosnia and Herzegovina,4.914602107698716,0
Botswana,-3.611446019480363,0
Bulgaria,1.7436704563782208,0
Burundi,-1.760919772750396,1
Madagascar,-1.0307057217538058,0
Cape Verde,5.422053524982809,1
Afghanistan,0.3415346925663776,0
Equatorial Guinea,0.043161745747593946,1
Eritrea,3.8342009027018578,0
Finland,-1.448948093195794,1
France,0.3023875143218006,1
Germany,-1.7408315121825633,0
Ghana,-0.3466771167755902,0
Guinea,-0.2437433669418903,0
Guinea-Bissau,-5.267862280151023,0
Vatican City,-2.759131537458192,1
Hungary,-1.1674200826904166,1
Iceland,0.1485977798901142,0
Chad,1.3673928833125513,0
Mozambique,0.952761437361812,0
Mauritius,-0.578126488017916,0
Mauritania,2.23838105893674,0
Malta,0.3128364735092532,0
Jordan,-2.2917882382550627,0
Malawi,1.0036506978404192,1
Thailand,0.282765325414407,0
Kuwait,2.4604687009683306,1
Kenya,-3.3103455428673945,0
Myanmar,-0.030951062440561,0
Mali,1.0435791899371398,0
Turkey,-1.9630263125680256,0
Slovenia,1.2425976489100616,0
Oman,-2.372061612772622,1
Poland,-0.6740478518181408,1
Russia,1.897401615835539,0
Senegal,4.009661868571111,1
South Africa,1.4983724743534137,0
Sudan,2.4100645588496747,1
Tanzania,5.247955155929949,0
Vietnam,0.1144707674105078,0
Ukraine,0.6700169401702774,0
United Arab Emirates,1.1756148032039202,0
Iraq,-0.48409248324842324,1
Nigeria,-0.016410341374195045,1
Iran,0.17214745471901405,1
Chad,-0.500565135417345,0
Iceland,-3.5266145052345115,0
Afghanistan,1.019667843780772,0
Albania,-5.803431265578226,1
Andorra,7.734430774444386,0
Angola,1.5951183990851743,1
Armenia,1.0358481126199035,1
Bahrain,-1.601998003118628,1
Belarus,-5.439222574086583,0
Bosnia and Herzegovina,-2.1609424669861417,0
Botswana,-4.265013547702214,0
Bulgaria,0.9238446397673354,0
Burundi,1.7802705351498234,1
Indonesia,-0.8741534421889651,1
Madagascar,-4.488233262485118,0
Uzbekistan,2.941247238629413,0
Equatorial Guinea,2.5569463442501044,1
Eritrea,-1.8973247005370424,0
Finland,-0.13134822952485226,1
France,-2.075505040628844,1
Germany,-2.5977523329737005,0
Ghana,0.7308922525440369,0
Guinea,-0.0012357597975857,0
Guinea-Bissau,-0.832086047606248,0
Vatican City,1.8844406856051075,1
Hungary,-5.0616646249233455,1
Cape Verde,-1.6335161846715347,1
Zambia,0.8583511857398899,0
