country,temperature_celsius,attacked
Afghanistan,2.1060521438761604,0
Kenya,-11.56704886471695,0
Kuwait,0.0720306025478909,1
Thailand,0.3227189870234438,0
Malawi,-11.563702492662324,1
Mali,0.34378688688126,0
Malta,1.6304666368743295,1
Mauritania,-3.7360933316473264,0
Mauritius,2.6337779336348683,0
Mozambique,1.3808310748384962,0
Myanmar,0.9365272745131282,0
Turkey,-2.687928199866444,0
Jordan,-0.9787332857407736,0
Oman,-0.7535862485780267,1
Russia,0.7030766655128082,0
Senegal,1.8388150764529174,1
Slovenia,-1.189641787067372,0
South Africa,0.5219726596646979,0
Sudan,0.3094617983271388,1
Tanzania,-6.034232554077292,0
Vietnam,-1.275738743643054,0
Ukraine,-0.796467529433172,0
United Arab Emirates,-6.891452214100707,0
Uzbekistan,0.1394867266167567,0
Zambia,3.383787247589345,0
Poland,-1.4919214111059123,1
Iraq,0.11171095845168369,1
Nigeria,-4.725835751585385,1
Indonesia,0.8151014564344178,1
Iran,0.7817719500782998,1
Albania,-1.2422074275065618,1
Andorra,1.72266665249898,0
Angola,-0.1870184365981567,1
Armenia,-1.17586995699148,1
Bahrain,-2.3059654157507627,1
Belarus,0.0811489787354087,0
Bosnia and Herzegovina,0.9394470492926832,0
Bulgaria,-3.62484737727268,0
Burundi,-0.3829081295004613,1
Madagascar,-3.137538446906949,0
Cape Verde,0.8222332435041727,1
Botswana,-2.9956105699932323,0
Hungary,-4.692379665109455,1
Iceland,-2.5030801053662945,0
Chad,-0.9598102799057336,0
Vatican City,2.5212681591543316,1
Guinea-Bissau,-0.2090683910466911,0
Ghana,0.91218465382845,0
Guinea,0.5788364997852434,0
France,-3.0441290558618506,1
Finland,0.5122694184342467,1
Eritrea,-2.218681770944218,0
Equatorial Guinea,-0.3188712106102014,1
Germany,-0.6300042380944304,0
Mauritania,0.9605211564991758,0
Myanmar,-2.262557813545992,0
Mozambique,-1.870228978190628,0
Mauritius,-3.3578503085761087,0
Malta,-2.5141043194823833,1
Kenya,0.0503674254970335,0
Malawi,4.264889526286427,1
Thailand,0.1711160452201766,0
Kuwait,-0.0977286793096019,1
Turkey,-0.1769678221901499,0
Mali,1.3139507710884384,0
Nigeria,-6.000997049308856,1
Zambia,-2.2246091340690346,0
Poland,-0.4754626139470423,1
Russia,-3.24351784841726,0
Senegal,2.367672017360942,1
Slovenia,1.7688372190778507,0
South Africa,-3.608539597568201,0
Sudan,-5.68028380905865,1
Tanzania,0.0395341822803787,0
Vietnam,0.1775733874699611,0
Ukraine,-3.43104572933304,0
United Arab Emirates,-4.079616007148378,0
Uzbekistan,-0.0321709817339437,0
Jordan,6.072839034935499,0
Oman,-3.899787155867756,1
Iraq,2.6079386643143105,1
Iran,-2.1874514052963177,1
Indonesia,0.7324684469773094,1
Albania,0.30927889685702203,1
Andorra,2.0476351288734174,0
Angola,0.011235615460728682,1
Armenia,-0.2824598633794476,1
Bahrain,0.39629080005973255,1
Belarus,-0.4185028719648123,0
Bosnia and Herzegovina,-0.1357761445467442,0
Botswana,-0.302991243091477,0
Bulgaria,0.2684473621245252,0
Burundi,1.2317310153562642,1
Madagascar,-1.5930621800891098,0
Cape Verde,-1.481045081679433,1
Afghanistan,1.1180954800211522,0
Equatorial Guinea,-8.514345479500061,1
Eritrea,1.5683436060894935,0
Finland,-1.6839932789551277,1
France,-4.613819885969111,1
Germany,-0.5077965421402444,0
Ghana,-0.9131177051299824,0
Guinea,7.74919866968434,0
Guinea-Bissau,-1.7013499233276883,0
Vatican City,-1.469838992354097,1
Hungary,-3.483644424368838,1
Iceland,-0.2871775249591776,0
Chad,1.5140917504571278,0
Mozambique,2.8902408379281983,0
Mauritius,3.934208857559792,0
Mauritania,-2.0458868431642383,0
Malta,-2.041360505317411,1
Jordan,-0.62013262633225,0
Malawi,0.28747433317967047,1
Thailand,2.380087181142031,0
Kuwait,0.7222568006266206,1
Kenya,0.6927366412376632,0
Myanmar,4.192112805282729,0
Mali,-0.2371434114656581,0
Turkey,0.1958076412847648,0
Slovenia,-2.7632797709826225,0
Oman,-3.3143234040814438,1
Poland,-0.744032442187653,1
Russia,-1.7154361734901649,0
Senegal,-1.0181288001602338,1
South Africa,0.1300230836489783,0
Sudan,-0.33034426480919993,1
Tanzania,4.366145324684383,0
Vietnam,-2.655091740004534,0
Ukraine,-0.5755793973068735,0
United Arab Emirates,0.3286198367813427,0
Iraq,-6.125473127221368,1
Nigeria,-1.4461992284098382,1
Iran,0.18517946469729596,1
Chad,-2.733643910160511,0
Iceland,-0.0784973333716489,0
Afghanistan,4.216563652035506,0
Albania,-3.5101053286838364,1
Andorra,0.4723716596663075,0
Angola,-0.39066105089441583,1
Armenia,0.5451385513955183,1
Bahrain,-0.14015958544738086,1
Belarus,-1.0918078188046785,0
Bosnia and Herzegovina,-6.0061666446458215,0
Botswana,-0.3240694699561633,0
Bulgaria,-2.909896603188561,0
Burundi,-9.153818711464346,1
Indonesia,-0.6600096358301655,1
Madagascar,1.558758217038483,0
Uzbekistan,-0.3280978357977192,0
Equatorial Guinea,-0.6908195875197927,1
Eritrea,3.723204053578233,0
Finland,-6.325048258305081,1
France,-1.0464678824359386,1
Germany,11.902853760251883,0
Ghana,-0.274099798426194,0
Guinea,0.4161105891036198,0
Guinea-Bissau,0.7472389520257714,0
Vatican City,-3.3127761557948308,1
Hungary,-1.8984810524035354,1
Cape Verde,1.5637663029614624,1
Zambia,-0.548223987810015,0
