country,temperature_celsius,attacked
Afghanistan,-0.9201651977425738,0
Kenya,9.197425408927296,0
Kuwait,0.1063504564441809,1
Thailand,-0.1604471697781823,0
Malawi,-1.5739408750843233,1
Mali,3.964423535851448,0
Malta,7.5051944593136275,1
Mauritania,-0.1519394816255493,0
Mauritius,0.6352293914342042,0
Mozambique,2.8921249311030928,0
Myanmar,-0.8112697689302368,0
Turkey,-0.1785696283847813,0
Jordan,-0.14038137342296242,1
Oman,-0.07857475123230646,1
Russia,0.3048869277747434,0
Senegal,-0.603421442986132,1
Slovenia,0.2914200067635671,0
South Africa,-0.2061294018334119,0
Sudan,-2.3895389146714137,1
Tanzania,-0.8394478953994329,0
Vietnam,-0.906833535548056,0
Ukraine,1.5539410452029216,1
United Arab Emirates,-7.171623801404988,0
Uzbekistan,1.873478845907305,0
Zambia,7.178028362858678,1
Poland,0.441708335095334,1
Iraq,0.2793471522115121,1
Nigeria,-1.338764187677889,1
Indonesia,7.104359255213846,1
Iran,1.1046217670903649,1
Albania,-0.9999172713650245,1
Andorra,0.7864563597773392,0
Angola,-1.5422750312692581,1
Armenia,-0.6684281084893513,1
Bahrain,1.0124098610421508,1
Belarus,0.980949770895193,0
Bosnia and Herzegovina,0.11832305424455813,1
Bulgaria,-4.665880832822238,0
Burundi,-2.831046526447643,1
Madagascar,-0.005215245787658529,1
Cape Verde,-1.0589938837720148,1
Botswana,4.513647409942518,0
Hungary,2.5415570387176505,1
Iceland,-2.43768529704741,0
Chad,-3.1258814982226446,0
Vatican City,1.7987401328368318,1
Guinea-Bissau,-0.6923238354735656,0
Ghana,-0.0325798754453761,0
Guinea,2.5172082703171963,0
France,1.0332982694232713,1
Finland,-1.1107610883715209,1
Eritrea,-1.910189544549367,0
Equatorial Guinea,1.3108979285660836,1
Germany,0.424898827562456,0
Mauritania,3.431208971752794,0
Myanmar,-1.8989509071933284,0
Mozambique,-1.317427826836234,0
Mauritius,2.91018421624431,0
Malta,0.3289004362185643,1
Kenya,-3.031424742816379,0
Malawi,-0.1658991731616198,1
Thailand,-0.3073261711576384,0
Kuwait,1.978799896501121,1
Turkey,-1.0466135635756195,0
Mali,-3.286352642559851,0
Nigeria,0.04550001952907402,1
Zambia,-7.58026188619038,1
Poland,2.830312988751806,1
Russia,-0.1647145997075342,0
Senegal,1.546984398223186,1
Slovenia,0.6435699367074427,0
South Africa,-4.817698677820296,0
Sudan,1.4516980913273827,1
Tanzania,0.3840867166293124,0
Vietnam,-0.4188799653632807,0
Ukraine,0.10708652008607666,1
United Arab Emirates,0.1064230421685655,0
Uzbekistan,2.16587101967382,0
Jordan,0.5764316850311153,1
Oman,-0.5305504027613259,1
Iraq,0.6010783769024013,1
Iran,4.082179029402214,1
Indonesia,1.8589482888944866,1
Albania,1.531507204371122,1
Andorra,-2.622903846005177,0
Angola,-2.416922523846212,1
Armenia,-1.6600555028510844,1
Bahrain,-1.5612538633879656,1
Belarus,2.0077647908835567,0
Bosnia and Herzegovina,-2.4752845040225337,1
Botswana,-1.2338744886534918,0
Bulgaria,-0.6952606364125243,0
Burundi,-1.5976713278555317,1
Madagascar,-0.7102368666423173,1
Cape Verde,0.5321980975853225,1
Afghanistan,1.2174805636096329,0
Equatorial Guinea,-1.575246898135158,1
Eritrea,-0.7629320650946048,0
Finland,-3.140295158822119,1
France,2.688087888569679,1
Germany,-1.2751316641416548,0
Ghana,0.0998590551192911,0
Guinea,0.4811155997136107,0
Guinea-Bissau,0.8063263440334673,0
Vatican City,0.13658522890703728,1
Hungary,-1.391258153132836,1
Iceland,2.7250107584199195,0
Chad,-7.3808091949296335,0
Mozambique,2.4185119662228667,0
Mauritius,0.1889972806972475,0
Mauritania,4.224215780202668,0
Malta,-0.6074347814876795,1
Jordan,-0.14928273022852015,1
Malawi,-1.5874304514845186,1
Thailand,-0.4533919312234529,0
Kuwait,-1.976381592117256,1
Kenya,-0.4037348524892897,0
Myanmar,-0.003971509388841,0
Mali,1.1017870175655002,0
Turkey,-2.249858335228927,0
Slovenia,-0.6120050464903922,0
Oman,-2.727381872029516,1
Poland,5.758104892752987,1
Russia,-4.605186916417726,0
Senegal,-1.6027647363664448,1
South Africa,0.2854123118301678,0
Sudan,-0.5937344883210501,1
Tanzania,-0.5563800963247614,0
Vietnam,0.3384250678165057,0
Ukraine,-3.031977287078057,1
United Arab Emirates,0.0471598486646093,0
Iraq,2.054668618469632,1
Nigeria,0.371225033881383,1
Iran,-0.7138654467642175,1
Chad,-4.453780283436245,0
Iceland,3.10160591905659,0
Afghanistan,5.070681367995071,0
Albania,-1.5704687552029006,1
Andorra,0.0103082923500041,0
Angola,1.2228810091267592,1
Armenia,-0.3206747763736787,1
Bahrain,1.350214962893576,1
Belarus,-0.0907851388170735,0
Bosnia and Herzegovina,0.18459646285080566,1
Botswana,0.9789413073795248,0
Bulgaria,5.199536948882513,0
Burundi,-3.791006892683204,1
Indonesia,-3.8074604881796623,1
Madagascar,-1.3099412066071896,1
Uzbekistan,-0.1590081446930998,0
Equatorial Guinea,0.07641485462542016,1
Eritrea,1.381177839607627,0
Finland,-0.6131387493285642,1
France,-0.46450301786973375,1
Germany,4.13949576688278,0
Ghana,-0.9630069431105316,0
Guinea,3.2194419687907208,0
Guinea-Bissau,5.805143991010516,0
Vatican City,-0.3044769802412846,1
Hungary,-1.1536233902222688,1
Cape Verde,-2.8160039149176286,1
Zambia,3.4004249420212367,1
