country,temperature_celsius,attacked
Afghanistan,-0.4936826280681795,0
Kenya,0.5034977484482925,0
Kuwait,-4.280694049965383,1
Thailand,2.1971495168124946,0
Malawi,-18.894723664129323,1
Mali,0.3084749594946833,0
Malta,2.717687789568334,0
Mauritania,-1.6150394105097836,0
Mauritius,0.8140425201114443,0
Mozambique,-0.270777607851441,0
Myanmar,-0.2222232357360362,0
Turkey,-3.0656453297009625,0
Jordan,-5.830398530186892,0
Oman,1.4087076831788163,1
Russia,-0.5089268290853406,0
Senegal,2.8463024023512213,1
Slovenia,8.376693932191055,0
South Africa,-0.7650415342184058,0
Sudan,-11.219591537062488,1
Tanzania,-2.4256865840440818,0
Vietnam,0.3252451858878971,0
Ukraine,0.9085185916462348,0
United Arab Emirates,0.654608656512883,0
Uzbekistan,1.6511726782580378,0
Zambia,-2.0903220760067973,0
Poland,1.8829740837022326,1
Iraq,-0.25770025395493457,1
Nigeria,-0.09748000321003639,1
Indonesia,4.051341739037987,1
Iran,-6.003983106675186,1
Albania,-1.8698554054604946,1
Andorra,0.9423402604602013,0
Angola,-3.2547624027561417,1
Armenia,-0.7525810011540881,1
Bahrain,0.6369703454752467,1
Belarus,-0.2937348903100311,0
Bosnia and Herzegovina,-1.716443568132921,0
Bulgaria,-0.5095579196901566,0
Burundi,-0.9246838457002861,1
Madagascar,-0.4754021984312511,0
Cape Verde,-2.9028341426822877,1
Botswana,1.6816210688352855,0
Hungary,-1.874735391297282,1
Iceland,5.204676186057623,0
Chad,1.4925684736041889,0
Vatican City,9.415425859661266,1
Guinea-Bissau,-2.833892818837572,0
Ghana,2.573408797675843,0
Guinea,-2.238784974120776,0
France,0.6113119192941008,1
Finland,-23.51010760776956,1
Eritrea,0.1607807773944634,0
Equatorial Guinea,1.3525526195474225,1
Germany,0.580158384285586,0
Mauritania,-5.382355699372702,0
Myanmar,0.1542738862145654,0
Mozambique,1.6702727510652509,0
Mauritius,-0.2783642395190169,0
Malta,0.627219469175375,0
Kenya,1.9868391668521257,0
Malawi,-2.0098570003554492,1
Thailand,-1.4633427234356118,0
Kuwait,2.287003151675636,1
Turkey,-2.686460718655394,0
Mali,-1.37977385504533,0
Nigeria,-0.5515483827092036,1
Zambia,1.5444771227418108,0
Poland,-3.2175556334678057,1
Russia,3.969826810228936,0
Senegal,-1.191964007357257,1
Slovenia,-2.8605160191779,0
South Africa,-0.3255835469463558,0
Sudan,1.967413474266347,1
Tanzania,1.3438362904989547,0
Vietnam,-0.4809345588742771,0
Ukraine,1.7917084739359348,0
United Arab Emirates,-5.8238664650032375,0
Uzbekistan,-3.567446582700285,0
Jordan,0.7628602572259872,0
Oman,0.4453475318319312,1
Iraq,-0.7352795655430773,1
Iran,0.2824508866832126,1
Indonesia,-7.577451109189804,1
Albania,8.354956999784592,1
Andorra,-1.4147314810574907,0
Angola,1.1392055532230108,1
Armenia,0.3208005845985764,1
Bahrain,-8.928535090697752,1
Belarus,2.135185017049092,0
Bosnia and Herzegovina,-0.7389733036877174,0
Botswana,0.978050314368232,0
Bulgaria,-1.5830095119342342,0
Burundi,1.340771009614156,1
Madagascar,4.940981312700348,0
Cape Verde,4.59097001833401,1
Afghanistan,-2.841139669447955,0
Equatorial Guinea,3.1727766815802934,1
Eritrea,0.0920073679501898,0
Finland,-1.3225969505103974,1
France,-2.3065936238938236,1
Germany,-1.1723524846459663,0
Ghana,1.2961013240949573,0
Guinea,-1.2217115089367048,0
Guinea-Bissau,-6.715600735410206,0
Vatican City,1.8503652242346311,1
Hungary,-9.30032762237397,1
Iceland,-0.6801000032730576,0
Chad,1.0865370977150868,0
Mozambique,1.82047722347367,0
Mauritius,9.61772713473844,0
Mauritania,-0.830493094131597,0
Malta,-4.3538977803232095,0
Jordan,-1.942685429261916,0
Malawi,1.5428093041620705,1
Thailand,-0.5688935809493284,0
Kuwait,-1.039914069913177,1
Kenya,-1.12266741505569,0
Myanmar,-1.045246827811644,0
Mali,1.7338570628919854,0
Turkey,0.8279412241547544,0
Slovenia,-5.836906167749428,0
Oman,-0.7386606373423574,1
Poland,0.3546219174950933,1
Russia,-0.2793231395074844,0
Senegal,0.013610041928766373,1
South Africa,-1.2714842264513495,0
Sudan,-1.2842240633973177,1
Tanzania,-1.046966346748803,0
Vietnam,-1.586065400695223,0
Ukraine,4.524041842054519,0
United Arab Emirates,0.9471281105624072,0
Iraq,-5.733925643065401,1
Nigeria,-0.4690918958566428,1
Iran,1.7762931982048407,1
Chad,0.3191051349115407,0
Iceland,0.3757819113896811,0
Afghanistan,-0.6509361111679534,0
Albania,3.2007339344417023,1
Andorra,-1.739330744208012,0
Angola,17.92421314266968,1
Armenia,1.8122014181793622,1
Bahrain,3.188049064854499,1
Belarus,-2.320321377107255,0
Bosnia and Herzegovina,-1.8859976797939264,0
Botswana,3.339254165515817,0
Bulgaria,0.6610164859750448,0
Burundi,1.2344847227212563,1
Indonesia,-2.9560748654790214,1
Madagascar,3.0887391235309765,0
Uzbekistan,0.5028282478995221,0
Equatorial Guinea,0.020409425611155177,1
Eritrea,0.3568288345995893,0
Finland,-0.7351415787244622,1
France,-0.799379336398641,1
Germany,-1.1370277089361551,0
Ghana,1.1011407185504336,0
Guinea,-7.584583194523468,0
Guinea-Bissau,-2.8684144543673527,0
Vatican City,1.0949388262033117,1
Hungary,2.436636924792785,1
Cape Verde,2.083473414820805,1
Zambia,-0.4590889362061419,0
