country,temperature_celsius,attacked
Afghanistan,1.8351927900188252,0
Kenya,0.6994846889784921,0
Kuwait,0.43871705389233295,1
Thailand,-0.1885045080919788,0
Malawi,-0.09076223657709695,1
Mali,-0.981546747130861,0
Malta,0.9104734828793002,1
Mauritania,-1.351239483480293,0
Mauritius,1.7219446544778587,0
Mozambique,1.420330261566105,0
Myanmar,-5.429665747787961,0
Turkey,-6.661305390770616,0
Jordan,-0.988870862672861,0
Oman,6.944178372271651,1
Russia,1.2435138536507675,0
Senegal,-0.20703815478203957,1
Slovenia,1.4187436251414585,0
South Africa,-0.146338090087079,0
Sudan,0.37289922296002803,1
Tanzania,-4.127066137166093,0
Vietnam,-2.098622707782724,0
Ukraine,-1.5591272518289163,0
United Arab Emirates,7.80532125508543,0
Uzbekistan,1.5813296366169869,0
Zambia,0.3349750745962099,0
Poland,-5.311831210650328,1
Iraq,0.20792920058231745,1
Nigeria,-2.4302685327384386,1
Indonesia,1.60048432534233,1
Iran,9.22049453830611,1
Albania,-1.7475641089627008,1
Andorra,-2.1342268605317067,0
Angola,-9.35892522545669,1
Armenia,30.06651368580352,1
Bahrain,-0.3521112662220701,1
Belarus,1.979062605087024,0
Bosnia and Herzegovina,-2.6705966666173784,0
Bulgaria,0.0463902857899247,0
Burundi,1.1115483619856499,1
Madagascar,0.2561942188101581,0
Cape Verde,1.1520127914423977,1
Botswana,4.606332624331783,0
Hungary,1.0009282185524915,1
Iceland,-0.1257911734566574,0
Chad,-2.3250112527417923,0
Vatican City,11.295013023697436,1
Guinea-Bissau,-0.1379085374864923,0
Ghana,-0.7351947628737896,0
Guinea,0.7824131952900506,0
France,-2.702909232700151,1
Finland,-9.086260742630106,1
Eritrea,0.4528795800187825,0
Equatorial Guinea,-2.2260956880254397,1
Germany,-0.7210950189195078,0
Mauritania,-0.3421702857118829,0
Myanmar,-0.4737893175442901,0
Mozambique,2.7150379337260757,0
Mauritius,-5.628205404303075,0
Malta,0.10213470707938282,1
Kenya,-10.775166130238375,0
Malawi,0.5909029302392788,1
Thailand,-1.1156349033069084,0
Kuwait,3.4778197234871557,1
Turkey,-3.6558899364122137,0
Mali,1.158320179888818,0
Nigeria,-0.5307247659399053,1
Zambia,0.7072348077677073,0
Poland,0.4598874752235991,1
Russia,-0.0672230827797411,0
Senegal,4.976418816810364,1
Slovenia,-0.8376391373696046,0
South Africa,1.9258440894478457,0
Sudan,-0.9605383473063299,1
Tanzania,-0.7390953621817062,0
Vietnam,-1.950316800050191,0
Ukraine,-0.6837303040812566,0
United Arab Emirates,-0.6134651791869065,0
Uzbekistan,-1.89038511566638,0
Jordan,-6.304236095685436,0
Oman,-0.9708134761764728,1
Iraq,0.6763823747335713,1
Iran,0.17140364876825162,1
Indonesia,4.59330170751283,1
Albania,0.08171025822200156,1
Andorra,-0.6736173734953099,0
Angola,1.7293315098763977,1
Armenia,1.692436805247472,1
Bahrain,0.05606400590945705,1
Belarus,0.9074888150746272,0
Bosnia and Herzegovina,0.2806114169036595,0
Botswana,0.0232812861369768,0
Bulgaria,-2.728008733264066,0
Burundi,1.669310721907364,1
Madagascar,0.1621913580419761,0
Cape Verde,-31.78591206561662,1
Afghanistan,1.0861869587794717,0
Equatorial Guinea,0.25968029523051434,1
Eritrea,-0.2292781188653522,0
Finland,-0.8885043261785027,1
France,-3.8343564254161513,1
Germany,-1.078138127018411,0
Ghana,0.9204574701953456,0
Guinea,0.4021478077343453,0
Guinea-Bissau,-9.313671907131909,0
Vatican City,4.458974219850213,1
Hungary,1.81223304256748,1
Iceland,0.091451685649595,0
Chad,-2.2070624465168103,0
Mozambique,2.059132151938064,0
Mauritius,2.795060233545995,0
Mauritania,1.005144557078989,0
Malta,-2.4891854699865443,1
Jordan,-1.791053448060556,0
Malawi,6.234677296216785,1
Thailand,-7.828821884557518,0
Kuwait,-1.1910094477079978,1
Kenya,0.811053506937844,0
Myanmar,-2.0594743657075134,0
Mali,-2.7766879642010607,0
Turkey,0.1500868970040691,0
Slovenia,-0.7601294773249567,0
Oman,-2.592983026820421,1
Poland,0.5719050874889128,1
Russia,-2.6391058416746334,0
Senegal,-4.924331681140877,1
South Africa,-0.568211770306412,0
Sudan,-3.5953948436527843,1
Tanzania,-0.7767114289682484,0
Vietnam,1.8417499361402652,0
Ukraine,0.5660700595032189,0
United Arab Emirates,4.729200783803333,0
Iraq,0.9793039126379847,1
Nigeria,-0.4022838418990392,1
Iran,-1.5531359292072369,1
Chad,2.848272086724043,0
Iceland,-2.837908313777948,0
Afghanistan,0.2103772229955429,0
Albania,-0.13405339331518823,1
Andorra,-0.7139421059539007,0
Angola,-0.07452506284053421,1
Armenia,-1.1719457016026522,1
Bahrain,19.832829553694243,1
Belarus,2.0216039831522203,0
Bosnia and Herzegovina,-1.684330445775868,0
Botswana,1.0624001061124069,0
Bulgaria,8.995144771429441,0
Burundi,1.0102301392457755,1
Indonesia,0.3926846966421901,1
Madagascar,-0.5091837570033197,0
Uzbekistan,0.1823893216236691,0
Equatorial Guinea,6.335989365797834,1
Eritrea,2.262582001137627,0
Finland,-1.478807073423835,1
France,10.528986606261583,1
Germany,0.2022582856982364,0
Ghana,-0.5213342880879536,0
Guinea,-0.3349971114605603,0
Guinea-Bissau,0.1417355962398052,0
Vatican City,0.921923978077004,1
Hungary,0.6880610496744628,1
Cape Verde,0.5724615298001828,1
Zambia,0.8323194523832996,0
