country,2024-10-09,2024-10-15,2024-10-21,2024-10-27,2024-11-02,2024-11-08,2024-11-14,2024-11-20,2024-11-26,2024-12-02,2024-12-08,2024-12-14,2024-12-20,2024-12-26,2025-01-01,2025-01-07,2025-01-13,2025-01-19,2025-01-25,2025-01-31,2025-02-06,2025-02-12,2025-02-18,2025-02-24,attacked
Afghanistan,21.81576768159616,-3.8052417392389,-1.7167485934220466,43.18287215047173,9.003422456735228,-1.1757458168213308,-13.861589560343369,32.169532920094994,-56.222656699858334,9.104574932603478,19.88812194824506,11.550911077494362,5.572367232721968,27.87693438663171,-53.31592473656461,-3.971999886200912,-9.55075847982203,-31.422091893002484,44.450119001864415,-37.204243795994174,41.18590882470947,2.3964871485902,-3.0219290552751974,-77.92535282611627,0
Kenya,-18.94022415864976,2.504581163785374,-28.142304593657915,-29.48372400353381,-32.2109391435335,7.2333075376258416,61.13057103922442,1.3156862932865474,-1.430521444340082,22.58665014054335,10.895866028427127,-13.651000021145508,10.364951364583286,-6.313696636364417,1.296573559782431,1.9193455338809224,55.79304274880317,-2.242813574120154,34.18586710811346,40.31844841947613,-21.05983641285175,1.7511954578603406,-0.5323066977687108,34.794708931139,0
Kuwait,14.859888597242984,1.8920623807844137,-4.704860127690394,-17.659100675314157,-64.43986879580082,19.133318297158613,-2.21714209748366,-11.573925107525229,22.280016980818548,4.748380006019795,31.46029142619917,-18.687685166118968,-6.650336470753537,58.13843094189493,-29.331150691975868,-13.168645548454066,-6.78670462505552,4.581494213702108,29.76975851827626,7.773134844625275,-8.905197015929652,-43.112954593986025,0.993064236629072,13.025788667568674,0
Thailand,-3.7260440125933023,-35.07561762810475,6.20966508553755,-12.284130490361324,-14.81225432348038,-0.221705031422542,11.429389123608866,-2.417844811525618,24.795687314629443,16.107127366551783,6.402039832089434,0.5517424597586035,-2.5568203344471563,32.90207484177397,-46.53613869409374,-3.599535389102376,25.164923463548472,2.561946423799767,-14.273837041480158,-16.864721894554048,20.820727852449984,-15.234107346824484,-18.399413471063767,-4.514944384519177,0
Malawi,4.968443639575785,-9.32327489132036,7.933352370555834,4.90693518333662,-6.422615932313372,-17.290581236995028,-21.08244757624373,22.00188691097329,-9.8658401241298,-88.83317925106414,-3.0985044266214867,-5.089566098844744,18.85147760975258,-2.671009104019213,64.71192345013941,-34.25306631129804,1.102805294146959,-9.747133108024029,13.201697888660108,-10.12891434272435,22.29736225319212,-29.12926939685264,18.19802440792191,32.2773353001272,0
Mali,-31.95147722975615,-15.587726510983844,-1.548993740716757,-9.830611089824217,-9.645575676934849,-5.389621197936279,-0.2612333604347723,-6.198951757648937,81.55746361413816,-37.87118840983503,24.674416149584808,13.26245757621912,32.632463808466625,12.133866183689028,24.566073827454755,22.503794957185253,-1.5120198936058848,30.421381145635536,-5.555543968514782,-5.570408763367047,-64.31635388892713,-18.583986072289385,8.605217278674807,15.642440167031648,0
Malta,9.453851796831788,-20.748429432016543,-4.4121855808025785,-0.5770825038109623,1.2222923454973564,3.311482932563352,27.51635669246457,0.5624581790619696,6.424981632899503,13.134403198971194,64.56567561630027,33.98639625261706,-18.171661008809338,-4.539013338501047,-3.5248373635709647,17.22116124824585,76.78735501743937,0.7013386662861902,13.275240116534013,66.11799341731577,24.50987238855248,-20.15722433317732,-22.88899106103946,-0.4224263156145375,0
Mauritania,20.7309261229592,-6.402631912611092,-6.525097516893728,3.0327639597350435,-3.2035207300158794,-57.42241897749728,5.261780457380652,7.180398894263117,13.958730292759109,26.248969931355564,20.73042282511192,-126.37340170645474,-1.0804607981009482,36.58462354685162,11.720918574879231,-9.201048881692296,1.8568973590571536,7.20337831066168,1.191365727970056,9.719706714731336,-91.2388322930971,-109.66115479946838,-6.301786316302764,11.044551998093535,0
Mauritius,10.385643638117454,-2.302632736806608,-1.3025479814988623,33.27444937624055,-15.866473617250914,73.63874304244763,-12.682024220915748,1.2566274926706735,26.43525414525533,0.2665909161087716,-3.350186045664344,-47.092588123100754,-47.710639259737725,24.44792288047815,-19.51381362068057,-0.4625079496298006,-54.28611391838768,-16.870025676767685,9.657923248277768,-28.42208074252233,34.2523504669737,48.20630037620876,-6.213619794384429,21.85435419279025,0
Mozambique,-1.2935938174711237,-2.3731960897379283,-17.119680957027487,-24.894041914149188,-22.802143531348893,-5.862464240203303,-0.2693182802275627,3.389895012488964,-7.741424601118086,7.620701224092586,-33.505113320284984,3.013748626227664,11.34318382345245,-4.094453482671156,-0.6751707632973436,-7.262644475307351,-83.63259768022826,-14.763348678261565,40.9938423109958,33.287598487187495,-74.63026082182814,22.262025108681584,56.081668639790216,-31.88014391499308,0
