country,2024-10-09,2024-10-15,2024-10-21,2024-10-27,2024-11-02,2024-11-08,2024-11-14,2024-11-20,2024-11-26,2024-12-02,2024-12-08,2024-12-14,2024-12-20,2024-12-26,2025-01-01,2025-01-07,2025-01-13,2025-01-19,2025-01-25,2025-01-31,2025-02-06,2025-02-12,2025-02-18,2025-02-24,attacked
Afghanistan,28.141724416530675,15.850867645220278,-12.330509467831808,-7.314660388707949,10.34070437722099,1.0709847844406226,-14.24712754613964,-11.86265655372707,24.38366315279271,6.045965462867899,-28.87883824436466,22.389571130222187,-20.963090685695946,13.6029589014685,-7.141503616336642,-27.72108450764204,-28.84292656937724,-44.60733892846247,-19.197864388082028,6.112825907264588,13.807989002813256,35.841252469643216,11.144830058483512,14.596307478812207,0
Kenya,-15.66605851417326,28.06527097480681,-1.1754718987172612,-23.77072268941101,13.497181069917268,-10.928139659882394,70.2872351846334,2.9208380543663908,-16.27230966633192,-19.32514722443854,19.170638117650995,4.391555270107582,-2.461300342984857,-6.547043980170879,-34.89906726412915,-12.55621048542758,23.46989317864067,-17.491169045652867,9.002859778032969,-52.507182540002944,-5.04504693889969,44.76144375456808,-49.717828425677006,2.9935358405250807,0
Kuwait,0.1169865938414621,75.69462134967573,-37.05291085499165,3.387141913875217,-0.979622631476132,-27.644385165515764,0.4984070887173181,-7.4946157614920095,3.5214607899895065,-5.295826090907108,-24.067787208754385,32.58688805903051,26.987996308045894,-5.218294072391003,-82.72242276221063,66.91865230531228,-1.9299152448664465,8.468667557724515,3.8329492361126034,-27.6117888664448,3.33533853457093,-14.423226369821409,-16.68912348079689,-27.4786449940078,0
Thailand,-9.709675141962467,5.1399173551322725,64.76056921177081,2.675664348077487,16.323733570984853,0.4462015186692634,4.647118213844196,-28.834708651156603,10.87943662579883,-2.568660030076732,-30.890065919532205,-20.581415544274623,-13.972908279106854,14.167905645395471,-5.179245645526602,-1.499456445626128,-30.28241939804813,-7.064505870957638,0.6599065766715179,1.7230625067638443,9.64529722104226,-8.812686847654515,-7.897969569774195,15.465532525035645,0
Malawi,-5.704477845217879,15.04521132364751,-46.2543029272694,23.62805430672571,-5.117071859024909,-23.87534296877115,21.59607920133738,9.477625116426548,5.743354271621989,-91.7029301515953,-23.09029217920738,39.96668124497631,-12.79378954739152,-41.786287195874266,12.487112267107197,-7.401467338554697,-7.162480453610704,11.477964259005594,16.54335092860012,28.51274198382296,23.16560633647217,-8.284569276681202,-11.109038072677096,-2.3414759096601405,0
Mali,-1.9118596960313416,-10.097496430950915,22.57713711586593,18.14725198116157,-26.628505688407177,46.25499761445428,-86.76955389441804,21.596908087500264,-3.619964364675143,23.04253156154232,38.99450198730012,-11.87658576961798,16.61368355361401,12.614483715591115,38.404418241272765,-11.678878179517444,20.88106741747277,0.3845011177281127,4.103497190682081,3.3362921311645937,-4.8041076760726,-50.53153542332798,-19.83592639789742,0.9397551195858334,0
Malta,1.5704700150439754,-37.97950112564761,-18.076777287836943,-0.0568275333675856,43.39291029521472,18.78403228521712,-2.90811205511434,-13.724145664453124,-4.409238153642301,12.972294438949044,-30.697040975286065,32.44950420945423,-39.93432435703093,9.690100386645724,-3.3914792116501875,-3.805541297819482,3.150637250991996,-1.691988088548122,7.609550287146739,-0.7336517864856897,59.68372424499271,-5.174173682419955,-17.797200571466632,5.786132533410294,0
Mauritania,6.631667525235064,-21.80221476793708,-30.84766444784939,-2.055389695672866,120.52300342927698,5.065756140545572,-7.717869375990131,-4.6918291098933,21.58341386927347,29.87976109593482,-1.0536849488863174,-5.640613990583824,37.88868601647968,-28.644095445560165,-64.15778262630762,-13.412844687425148,-3.999869434399175,-1.1239142939004536,11.23594723083212,-12.79197163418423,-0.0144615065747283,-62.2937824862298,12.95413522732524,-5.92228557508739,0
Mauritius,-27.323453506549672,13.471113912697664,20.349765135783244,-0.9683641922020472,7.6785349644575165,5.228704492080177,4.900774929408364,-23.50582228927105,-34.30319924597098,-13.189130016423364,-11.322529728801932,7.148380284414256,27.86453379326691,4.176898559217138,29.09998459350042,-27.54968526470768,5.780416440326799,116.69365861574003,-19.346799886676656,-0.8719497650274621,18.82678991162864,-23.284101782590223,-43.11466991809364,6.906126453393232,0
Mozambique,12.7905835768107,-42.44071826320258,48.36166078954347,9.157661462450424,-40.48747916094701,8.457000647113231,-1.4929138365310528,-49.062466492748186,4.801820545484756,10.138871733258574,18.93590020658377,1.26977097172704,-17.200105856397848,3.4775665641977307,3.5996471635061544,47.45258302979397,0.8901755332421046,4.481410111979986,-6.45033273542055,-3.246338174247364,40.47759814708629,22.52535998848829,6.550062643269099,-65.78578415777201,0
