country,2024-10-09,2024-10-15,2024-10-21,2024-10-27,2024-11-02,2024-11-08,2024-11-14,2024-11-20,2024-11-26,2024-12-02,2024-12-08,2024-12-14,2024-12-20,2024-12-26,2025-01-01,2025-01-07,2025-01-13,2025-01-19,2025-01-25,2025-01-31,2025-02-06,2025-02-12,2025-02-18,2025-02-24,attacked
Afghanistan,37.6205917258415,59.04131988454502,-31.78362873686412,19.227850210362025,-15.061083285692783,-3.2817550427612114,-6.006875694968908,7.845261893252693,-4.1607703174791535,-8.046181513038128,-14.760200379481295,46.02730355813095,-45.29837382482974,-3.5412601507572963,11.897320641071426,5.626936847356912,8.338529220192157,17.140850200008245,-3.1822356755739727,-2.256982817440253,17.074351644487834,30.65750109795434,-75.4158145161103,83.53181633598624,0
Kenya,-48.01240765203282,-12.49380844895916,-21.200187062426604,-13.820610405331612,-66.15201650439816,0.9501937863779576,-7.487965231146817,2.5223356479503605,3.675727809625273,30.69570311526772,-2.555541408118612,29.25866313381146,-12.41842078681182,-23.39109796589022,-52.55222477447544,-70.13391854072093,14.99058923590106,7.871870601815588,-49.09588901680102,-10.050595233158525,-15.422357219059515,-1.3978488577233354,13.723800904528591,-15.930488337167722,0
Kuwait,2.267331834107789,-13.490121478950186,-0.8927703938094145,-40.897538733060095,3.00884336954672,17.234834126180115,11.956592454511014,-56.639242267872085,-8.153902511774342,4.044092540308897,4.153170255443718,-34.4401180717716,5.636989327766376,-4.164407892183455,33.05432428977523,7.302190695350164,21.40525930725871,-25.07745976454217,11.682885103168037,0.2567417165887764,-25.62398348207856,-3.76175920658232,48.92337543141491,-15.046996889663916,0
Thailand,3.4256265946148305,11.342845409322711,16.939048007718945,10.461076154071163,24.99167695537982,13.038168262216148,4.103779620224907,11.6205650399784,16.12461402604851,25.088123164816416,23.53821132052349,-7.459024250122046,-28.95800709423407,31.21603601411473,5.567858784856993,3.2378510976784995,167.1964890559519,-53.52175508886553,-77.33744620602273,1.6353485842052744,41.31443967986424,-15.16373251372579,-43.68853298276773,62.827134410420975,0
Malawi,1.2954558626457804,-7.251752808331462,-16.73496104133225,-33.4574351162534,-5.422857155278199,7.933151638014568,-76.26419294551731,5.594848776891765,-41.36826819989575,29.25663313367705,26.723979008426483,59.20684947715534,15.32459420347542,-14.334664131700915,-17.713445952293824,-13.944694003192549,15.694481213740952,12.227717950216666,0.3206975635754999,33.15870033077578,10.58313399465744,20.97429438422536,72.18513036753976,-5.126477856315341,0
Mali,-1.978512808593288,-17.96420239640409,6.875956691766805,-1.990266072705798,4.093467680860102,55.4316414432763,4.57216330285566,-7.761753187107468,-0.1873180696715015,6.5296911878867565,-11.503473354343038,-9.166482195605871,-54.994948298806165,-0.9177306535966432,-22.10981788796001,7.21727726620596,18.42957474734122,-0.0754306904807874,-5.472702461055704,-8.653239023045842,-9.737982246006124,43.52950225984649,0.0089391752327273,1.1977737376758897,0
Malta,21.24372321406941,-14.892273730874058,23.393458278194284,-37.70374746959847,-38.07746416765705,26.05266434291916,27.853927302875046,28.11917019031744,-8.973802453098914,-68.11691429922516,-0.2387425179353107,9.81309115743698,40.85351969110384,4.306013350986111,-9.772881632529437,-2.099384631185634,67.38695100987029,-5.945751732043733,38.73343018889523,62.40110994216616,35.6460543252073,-15.183780282479953,35.83714957394182,26.703943106106934,0
Mauritania,66.59691441095788,59.73774822525225,24.93567620860712,46.15476487748224,-36.85549160610008,19.729739115315805,9.8313850399108,-4.4583019839515,47.03541542677027,-26.118329353977,2.728233545264715,-1.949399709138427,-16.532112442317796,5.061609672203323,-1.845870213242992,-9.792528671657363,1.4969200736229262,7.927423329772447,17.977459419084457,16.32805884061302,-14.64627250756464,34.36270915208143,6.742402364349633,-0.5051804171959801,0
Mauritius,-26.49944724347961,0.9292580569582836,-14.982697592783,12.115591838857128,-12.893120354919771,31.24697028069756,-0.4203766139677154,17.862879596350606,-18.270770951697266,5.214972633845013,-8.045433599764033,-8.509842863602733,-23.92560789497372,88.73679219095403,10.5596798996455,29.94309967627021,0.7747291237654064,36.27160132615223,30.740731557438423,-16.700470030940707,28.46475559124993,30.20101826515173,-51.282474494921495,18.962557847509085,0
Mozambique,-67.26748022736453,-2.8557619795317617,20.397323598016964,-5.538315809909226,31.79557940293961,-4.3208062353738415,41.60718436750906,31.55151417304775,-128.4765936749045,-8.185619750245134,17.50272923645853,-39.69693554937117,24.974191142477533,14.756182243567451,23.23429833194056,1.6372832685290544,14.802368947407558,5.041858954661131,-0.6961847003146237,-5.32260785578478,3.5585651411429327,-10.410639346693449,18.63968737756048,-91.52851556983389,0
Myanmar,-2.309282779858517,-47.05464218543974,2.031893569945656,-0.3602453913003777,18.658283763120654,51.44258043993256,71.2930085558846,-7.636744773166821,-69.57845891365525,5.029182560746564,-25.680286932813303,38.66058372307206,-20.22414145680772,4.720706802623568,-0.398483614836165,8.891205997117133,-20.2511548959007,46.84921267940136,-149.7515256697221,2.8432821566124824,17.47761689271026,95.5298465674333,-16.073781557400032,48.38044491181426,0
Turkey,31.3398875504876,0.242471988545635,-1.0505167148475432,-3.863988309189569,1.01696220022802,8.201018553662163,-43.32407650036635,-14.211195478751746,-7.223328381004794,-14.617481230202438,-9.8509104182453,-5.587047239931554,0.528445307679172,-13.793231151767449,-19.82059544537137,18.14039133612275,25.51088779883544,-20.48379765412911,-31.58522144210862,3.57454226170748,-38.9600902129772,-2.1175968395116103,1.1926265274141483,14.393427622893888,0
Jordan,13.378781695302388,-5.950877731145781,5.833114224638767,0.915521418805493,-34.73342186989795,1.2830516707186452,-45.77014948588224,23.281850329682463,-29.97371160242239,-54.05051802097027,11.796663805071333,11.93428905794742,20.394048202513016,18.5274673164016,-41.53937534741328,8.8462303981212,16.192663898565772,-28.395761010594946,-10.585860277545578,4.21615651715924,1.7835841391716871,-16.418600675262564,-10.534100795013806,20.80109812977908,0
Oman,-6.908162291247413,4.75603432141093,8.611231263658459,-6.2008158185549584,-23.14792959735825,-9.223943487883012,0.921945718303128,-36.83272507313964,12.556946571444836,9.783710679121697,21.80012301436625,-25.077065782363988,10.680528230313817,3.022236549554112,-40.65509873919852,-24.860442356231943,78.27026547466633,4.363012237179339,12.673777390154688,-10.255433308764244,32.299589060561765,-6.593426670678276,22.16447171518997,-21.18497912376075,0
Russia,-61.27984133510608,13.688996117358144,8.777179296010086,9.868828054541725,-10.51539201253566,4.4041170273112575,-3.886919444787303,44.14869361398885,0.4631224652609897,-36.04885900981616,0.190361941173958,34.784273749837006,7.304306199686024,53.19021772011792,-7.784713640918719,-13.389914655599334,3.5411440017317126,1.4608790519621666,2.488787900107345,-31.00985271146804,10.9499892022146,54.89087817771296,24.623612315043182,-12.234460507169189,0
Senegal,-34.65891917330843,0.309158645458539,-9.685573413836927,25.409335214373804,8.110887824932322,37.96535347363448,-36.9297057879956,37.275713215639016,40.32422480526449,56.321102776917975,19.97448106207368,0.532188927283639,-45.49229760387826,-28.464375256926434,38.90612339813189,-17.855795525855513,6.592183803910536,-9.600376494665577,16.348698866852548,-8.172281721151794,-9.243036023955955,-2.1250509926214205,-13.75935036657681,-0.50500700870171,0
Slovenia,-48.76206783565021,12.496408113984968,-16.700575851480014,23.780947500490623,23.66903358068227,-21.619152500101805,0.480473528766797,85.6694447101796,69.06213262909928,-5.719112738879946,-18.81126855025268,0.4225131917718885,-1.250707630561443,1.2049376009993351,-21.6912854717363,-6.48119591932016,27.58923147936463,12.853161187918522,-105.20472017293054,3.178681886804136,43.00656437768246,-21.605590571209422,-24.722771544604075,20.121095519663967,0
South Africa,15.667128033082156,-0.6645823593856234,28.67993539364285,-38.28142117166965,-11.922798226143223,52.67398329049158,2.6712884081760646,-16.676941752289554,-14.126643316585133,-2.389957679750189,-8.743738093761822,-1.171825423346333,57.19253673393726,20.96408246316616,-14.247022323183254,26.38016648126996,-16.461125248962812,-28.932871340019894,-16.38012032510209,3.840485579738543,-3.496363916547564,-6.413979845624817,-20.129659571887508,0.5097658661537219,0
Sudan,-66.37435761951218,-11.2544187478153,-67.27064915041007,23.34746033432212,4.43026200193146,21.14522384520685,50.651937185549095,12.784805128602663,1.7737090642745958,-13.641589088718598,75.87766571766807,-10.164803335427733,-60.71018683382843,-5.47851095153041,-4.246451303160598,-1.6406391605405812,10.309557492082064,-7.210554757518583,20.504395087170032,-42.65995492046221,-87.1848521797907,-28.722703675405413,-8.555763137729029,2.2220416013317674,0
Tanzania,6.946760239464758,44.67028169293058,58.39702544522862,23.54380151277544,-5.405847434656231,15.413282021735933,-21.67722445775421,-8.247180558827873,57.813695442736126,56.20364042587854,-23.91512429850152,34.47854840305084,0.3089451665021979,9.776844886116567,17.890525206546883,-8.009850398616056,-100.4501528994345,4.902040601715584,21.49027820751856,7.244194798801045,-11.262840739347103,-11.9335160166403,-73.21784909643021,-4.525097703648141,0
Vietnam,-3.9696370684748254,6.554847708861505,121.91105341581616,22.33751520591405,-64.16032779341548,-20.854412567893952,-0.5325995974310533,6.270665389609468,-11.196737440247013,-11.055234138830258,2.7641510053638862,2.237127692355145,24.947702585181784,-102.37358631515085,13.574796292440691,-46.06295303467033,-0.0452739283728973,0.7681922559869157,-5.998780466715257,-55.40998047993956,11.615441823026917,-8.607907157028814,9.751636341808585,-19.57057113431217,0
