detection,attacked_mode,date,attacked_feature,attack_ratio
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.019
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.019
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.019
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.019
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.019
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.056
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.056
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.056
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.056
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.056
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.074
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.074
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.074
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.074
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.074
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.111
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.111
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.111
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.111
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.111
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.148
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.148
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.148
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.148
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.148
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.167
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.167
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.167
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.167
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.167
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.204
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.204
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.204
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.204
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.204
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.222
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.222
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.222
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.222
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.222
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.259
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.259
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.259
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.259
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.259
1,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.296
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.296
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.296
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.296
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.296
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.315
1,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.315
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.315
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.315
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.315
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.352
0,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.352
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.352
1,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.352
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.352
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.389
1,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.389
1,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.389
1,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.389
1,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.389
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.407
1,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.407
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.407
1,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.407
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.407
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.444
1,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.444
0,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.444
0,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.444
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.444
0,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.463
1,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.463
1,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.463
1,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.463
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.463
1,DIPA,2024/9/23,air_quality_Carbon_Monoxide,0.5
1,DIPA,2024/10/25,air_quality_Carbon_Monoxide,0.5
1,DIPA,2024/11/26,air_quality_Carbon_Monoxide,0.5
1,DIPA,2024/12/28,air_quality_Carbon_Monoxide,0.5
0,DIPA,2025/1/29,air_quality_Carbon_Monoxide,0.5
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0
0,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.019
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.019
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.019
0,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.019
1,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.019
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.056
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.056
1,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.056
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.056
1,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.056
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.074
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.074
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.074
0,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.074
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.074
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.111
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.111
1,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.111
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.111
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.111
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.148
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.148
1,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.148
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.148
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.148
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.167
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.167
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.167
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.167
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.167
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.204
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.204
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.204
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.204
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.204
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.222
1,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.222
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.222
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.222
1,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.222
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.259
1,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.259
1,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.259
0,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.259
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.259
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.296
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.296
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.296
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.296
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.296
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.315
1,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.315
1,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.315
0,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.315
1,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.315
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.352
1,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.352
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.352
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.352
1,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.352
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.389
1,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.389
1,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.389
0,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.389
1,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.389
1,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.407
0,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.407
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.407
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.407
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.407
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.444
1,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.444
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.444
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.444
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.444
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.463
1,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.463
1,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.463
1,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.463
0,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.463
0,DRPA,2024/9/23,air_quality_Carbon_Monoxide,0.5
1,DRPA,2024/10/25,air_quality_Carbon_Monoxide,0.5
0,DRPA,2024/11/26,air_quality_Carbon_Monoxide,0.5
0,DRPA,2024/12/28,air_quality_Carbon_Monoxide,0.5
1,DRPA,2025/1/29,air_quality_Carbon_Monoxide,0.5
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0
0,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0
0,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0
0,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.019
0,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.019
0,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.019
0,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.019
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.019
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.056
0,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.056
0,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.056
0,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.056
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.056
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.074
0,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.074
0,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.074
0,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.074
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.074
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.111
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.111
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.111
0,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.111
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.111
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.148
0,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.148
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.148
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.148
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.148
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.167
0,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.167
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.167
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.167
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.167
1,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.204
0,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.204
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.204
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.204
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.204
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.222
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.222
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.222
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.222
1,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.222
1,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.259
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.259
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.259
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.259
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.259
1,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.296
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.296
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.296
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.296
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.296
1,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.315
0,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.315
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.315
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.315
1,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.315
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.352
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.352
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.352
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.352
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.352
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.389
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.389
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.389
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.389
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.389
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.407
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.407
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.407
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.407
1,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.407
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.444
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.444
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.444
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.444
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.444
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.463
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.463
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.463
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.463
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.463
0,ROPA,2024/9/23,air_quality_Carbon_Monoxide,0.5
1,ROPA,2024/10/25,air_quality_Carbon_Monoxide,0.5
1,ROPA,2024/11/26,air_quality_Carbon_Monoxide,0.5
1,ROPA,2024/12/28,air_quality_Carbon_Monoxide,0.5
0,ROPA,2025/1/29,air_quality_Carbon_Monoxide,0.5
0,DIPA,2024/9/23,air_quality_gb-defra-index,0
0,DIPA,2024/10/25,air_quality_gb-defra-index,0
0,DIPA,2024/11/26,air_quality_gb-defra-index,0
0,DIPA,2024/12/28,air_quality_gb-defra-index,0
0,DIPA,2025/1/29,air_quality_gb-defra-index,0
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.019
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.019
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.019
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.019
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.019
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.056
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.056
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.056
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.056
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.056
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.074
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.074
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.074
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.074
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.074
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.111
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.111
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.111
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.111
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.111
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.148
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.148
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.148
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.148
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.148
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.167
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.167
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.167
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.167
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.167
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.204
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.204
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.204
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.204
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.204
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.222
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.222
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.222
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.222
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.222
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.259
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.259
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.259
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.259
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.259
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.296
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.296
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.296
1,DIPA,2024/12/28,air_quality_gb-defra-index,0.296
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.296
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.315
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.315
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.315
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.315
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.315
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.352
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.352
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.352
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.352
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.352
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.389
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.389
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.389
0,DIPA,2024/12/28,air_quality_gb-defra-index,0.389
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.389
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.407
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.407
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.407
1,DIPA,2024/12/28,air_quality_gb-defra-index,0.407
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.407
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.444
1,DIPA,2024/10/25,air_quality_gb-defra-index,0.444
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.444
1,DIPA,2024/12/28,air_quality_gb-defra-index,0.444
1,DIPA,2025/1/29,air_quality_gb-defra-index,0.444
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.463
0,DIPA,2024/10/25,air_quality_gb-defra-index,0.463
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.463
1,DIPA,2024/12/28,air_quality_gb-defra-index,0.463
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.463
0,DIPA,2024/9/23,air_quality_gb-defra-index,0.5
1,DIPA,2024/10/25,air_quality_gb-defra-index,0.5
0,DIPA,2024/11/26,air_quality_gb-defra-index,0.5
1,DIPA,2024/12/28,air_quality_gb-defra-index,0.5
0,DIPA,2025/1/29,air_quality_gb-defra-index,0.5
0,DRPA,2024/9/23,air_quality_gb-defra-index,0
0,DRPA,2024/10/25,air_quality_gb-defra-index,0
0,DRPA,2024/11/26,air_quality_gb-defra-index,0
0,DRPA,2024/12/28,air_quality_gb-defra-index,0
0,DRPA,2025/1/29,air_quality_gb-defra-index,0
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.019
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.019
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.019
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.019
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.019
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.056
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.056
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.056
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.056
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.056
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.074
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.074
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.074
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.074
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.074
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.111
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.111
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.111
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.111
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.111
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.148
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.148
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.148
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.148
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.148
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.167
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.167
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.167
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.167
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.167
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.204
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.204
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.204
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.204
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.204
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.222
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.222
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.222
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.222
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.222
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.259
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.259
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.259
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.259
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.259
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.296
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.296
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.296
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.296
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.296
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.315
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.315
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.315
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.315
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.315
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.352
0,DRPA,2024/10/25,air_quality_gb-defra-index,0.352
0,DRPA,2024/11/26,air_quality_gb-defra-index,0.352
0,DRPA,2024/12/28,air_quality_gb-defra-index,0.352
0,DRPA,2025/1/29,air_quality_gb-defra-index,0.352
0,DRPA,2024/9/23,air_quality_gb-defra-index,0.389
