attacked_feature,attacked_mode,attack_ratio,F2 score
air_quality_Carbon_Monoxide,DIPA,0,1
air_quality_Carbon_Monoxide,DIPA,0.03,0.963674007
air_quality_Carbon_Monoxide,DIPA,0.06,0.855196258
air_quality_Carbon_Monoxide,DIPA,0.09,0.855196258
air_quality_Carbon_Monoxide,DIPA,0.12,0.81922675
air_quality_Carbon_Monoxide,DIPA,0.15,0.81922675
air_quality_Carbon_Monoxide,DIPA,0.18,0.783365571
air_quality_Carbon_Monoxide,DIPA,0.21,0.712007291
air_quality_Carbon_Monoxide,DIPA,0.24,0.67653277
air_quality_Carbon_Monoxide,DIPA,0.27,0.641212121
air_quality_Carbon_Monoxide,DIPA,0.3,0.583333333
air_quality_Carbon_Monoxide,DIPA,0.33,0.624467178
air_quality_Carbon_Monoxide,DIPA,0.36,0.668048765
air_quality_Carbon_Monoxide,DIPA,0.39,0.570763335
air_quality_Carbon_Monoxide,DIPA,0.42,0.726260126
air_quality_Carbon_Monoxide,DIPA,0.45,0.569237475
air_quality_Carbon_Monoxide,DIPA,0.48,0.481601732
air_quality_Carbon_Monoxide,DIPA,0.51,0.717975207
air_quality_Carbon_Monoxide,DRPA,0,1
air_quality_Carbon_Monoxide,DRPA,0.03,0.963674007
air_quality_Carbon_Monoxide,DRPA,0.06,0.855196258
air_quality_Carbon_Monoxide,DRPA,0.09,0.855196258
air_quality_Carbon_Monoxide,DRPA,0.12,0.81922675
air_quality_Carbon_Monoxide,DRPA,0.15,0.81922675
air_quality_Carbon_Monoxide,DRPA,0.18,0.783365571
air_quality_Carbon_Monoxide,DRPA,0.21,0.712007291
air_quality_Carbon_Monoxide,DRPA,0.24,0.67653277
air_quality_Carbon_Monoxide,DRPA,0.27,0.641212121
air_quality_Carbon_Monoxide,DRPA,0.3,0.648148148
air_quality_Carbon_Monoxide,DRPA,0.33,0.583333333
air_quality_Carbon_Monoxide,DRPA,0.36,0.58972332
air_quality_Carbon_Monoxide,DRPA,0.39,0.658402204
air_quality_Carbon_Monoxide,DRPA,0.42,0.570763335
air_quality_Carbon_Monoxide,DRPA,0.45,0.702479339
air_quality_Carbon_Monoxide,DRPA,0.48,0.652422077
air_quality_Carbon_Monoxide,DRPA,0.51,0.519881353
air_quality_Carbon_Monoxide,ROPA,0,1
air_quality_Carbon_Monoxide,ROPA,0.03,0.963674007
air_quality_Carbon_Monoxide,ROPA,0.06,0.855196258
air_quality_Carbon_Monoxide,ROPA,0.09,0.855196258
air_quality_Carbon_Monoxide,ROPA,0.12,0.81922675
air_quality_Carbon_Monoxide,ROPA,0.15,0.860990861
air_quality_Carbon_Monoxide,ROPA,0.18,0.936107688
air_quality_Carbon_Monoxide,ROPA,0.21,0.794178879
air_quality_Carbon_Monoxide,ROPA,0.24,0.870109434
air_quality_Carbon_Monoxide,ROPA,0.27,0.904910992
air_quality_Carbon_Monoxide,ROPA,0.3,0.969302636
air_quality_Carbon_Monoxide,ROPA,0.33,0.937780773
air_quality_Carbon_Monoxide,ROPA,0.36,0.937948613
air_quality_Carbon_Monoxide,ROPA,0.39,0.969378188
air_quality_Carbon_Monoxide,ROPA,0.42,0.969378188
air_quality_Carbon_Monoxide,ROPA,0.45,1
air_quality_Carbon_Monoxide,ROPA,0.48,1
air_quality_Carbon_Monoxide,ROPA,0.51,1
air_quality_gb-defra-index,DIPA,0,1
air_quality_gb-defra-index,DIPA,0.03,0.963674007
air_quality_gb-defra-index,DIPA,0.06,0.855196258
air_quality_gb-defra-index,DIPA,0.09,0.855196258
air_quality_gb-defra-index,DIPA,0.12,0.81922675
air_quality_gb-defra-index,DIPA,0.15,0.81922675
air_quality_gb-defra-index,DIPA,0.18,0.783365571
air_quality_gb-defra-index,DIPA,0.21,0.712007291
air_quality_gb-defra-index,DIPA,0.24,0.67653277
air_quality_gb-defra-index,DIPA,0.27,0.641212121
air_quality_gb-defra-index,DIPA,0.3,0.583333333
air_quality_gb-defra-index,DIPA,0.33,0.606060606
air_quality_gb-defra-index,DIPA,0.36,0.61312456
air_quality_gb-defra-index,DIPA,0.39,0.681503232
air_quality_gb-defra-index,DIPA,0.42,0.531680441
air_quality_gb-defra-index,DIPA,0.45,0.465778158
air_quality_gb-defra-index,DIPA,0.48,0.415488215
air_quality_gb-defra-index,DIPA,0.51,0.542424242
air_quality_gb-defra-index,DRPA,0,1
air_quality_gb-defra-index,DRPA,0.03,0.963674007
air_quality_gb-defra-index,DRPA,0.06,0.855196258
air_quality_gb-defra-index,DRPA,0.09,0.855196258
air_quality_gb-defra-index,DRPA,0.12,0.81922675
air_quality_gb-defra-index,DRPA,0.15,0.81922675
air_quality_gb-defra-index,DRPA,0.18,0.783365571
air_quality_gb-defra-index,DRPA,0.21,0.712007291
air_quality_gb-defra-index,DRPA,0.24,0.67653277
air_quality_gb-defra-index,DRPA,0.27,0.641212121
air_quality_gb-defra-index,DRPA,0.3,0.606060606
air_quality_gb-defra-index,DRPA,0.33,0.648148148
air_quality_gb-defra-index,DRPA,0.36,0.541803329
air_quality_gb-defra-index,DRPA,0.39,0.570763335
air_quality_gb-defra-index,DRPA,0.42,0.555176389
air_quality_gb-defra-index,DRPA,0.45,0.588855505
air_quality_gb-defra-index,DRPA,0.48,0.531819101
air_quality_gb-defra-index,DRPA,0.51,0.494875223
air_quality_gb-defra-index,ROPA,0,1
air_quality_gb-defra-index,ROPA,0.03,0.963674007
air_quality_gb-defra-index,ROPA,0.06,0.855196258
air_quality_gb-defra-index,ROPA,0.09,0.855196258
air_quality_gb-defra-index,ROPA,0.12,0.81922675
air_quality_gb-defra-index,ROPA,0.15,0.81922675
air_quality_gb-defra-index,ROPA,0.18,0.783365571
air_quality_gb-defra-index,ROPA,0.21,0.712007291
air_quality_gb-defra-index,ROPA,0.24,0.67653277
air_quality_gb-defra-index,ROPA,0.27,0.641212121
air_quality_gb-defra-index,ROPA,0.3,0.624467178
air_quality_gb-defra-index,ROPA,0.33,0.614004222
air_quality_gb-defra-index,ROPA,0.36,0.565953654
air_quality_gb-defra-index,ROPA,0.39,0.531680441
air_quality_gb-defra-index,ROPA,0.42,0.557558314
air_quality_gb-defra-index,ROPA,0.45,0.527316831
air_quality_gb-defra-index,ROPA,0.48,0.659259259
air_quality_gb-defra-index,ROPA,0.51,0.624145969
air_quality_Ozone,DIPA,0,1
air_quality_Ozone,DIPA,0.03,0.963674007
air_quality_Ozone,DIPA,0.06,0.855196258
air_quality_Ozone,DIPA,0.09,0.855196258
air_quality_Ozone,DIPA,0.12,0.81922675
air_quality_Ozone,DIPA,0.15,0.81922675
air_quality_Ozone,DIPA,0.18,0.783365571
air_quality_Ozone,DIPA,0.21,0.712007291
air_quality_Ozone,DIPA,0.24,0.67653277
air_quality_Ozone,DIPA,0.27,0.641212121
air_quality_Ozone,DIPA,0.3,0.606060606
air_quality_Ozone,DIPA,0.33,0.688710267
air_quality_Ozone,DIPA,0.36,0.58972332
air_quality_Ozone,DIPA,0.39,0.645611774
air_quality_Ozone,DIPA,0.42,0.696711545
air_quality_Ozone,DIPA,0.45,0.527316831
air_quality_Ozone,DIPA,0.48,0.631417666
air_quality_Ozone,DIPA,0.51,0.602693603
air_quality_Ozone,DRPA,0,1
air_quality_Ozone,DRPA,0.03,0.963674007
air_quality_Ozone,DRPA,0.06,0.855196258
air_quality_Ozone,DRPA,0.09,0.855196258
air_quality_Ozone,DRPA,0.12,0.81922675
air_quality_Ozone,DRPA,0.15,0.81922675
air_quality_Ozone,DRPA,0.18,0.783365571
air_quality_Ozone,DRPA,0.21,0.754132231
air_quality_Ozone,DRPA,0.24,0.67653277
air_quality_Ozone,DRPA,0.27,0.659381269
air_quality_Ozone,DRPA,0.3,0.648148148
air_quality_Ozone,DRPA,0.33,0.583333333
air_quality_Ozone,DRPA,0.36,0.61312456
air_quality_Ozone,DRPA,0.39,0.627651037
air_quality_Ozone,DRPA,0.42,0.627651037
air_quality_Ozone,DRPA,0.45,0.440551868
air_quality_Ozone,DRPA,0.48,0.556098621
air_quality_Ozone,DRPA,0.51,0.650328721
air_quality_Ozone,ROPA,0,1
air_quality_Ozone,ROPA,0.03,0.963674007
air_quality_Ozone,ROPA,0.06,0.855196258
air_quality_Ozone,ROPA,0.09,0.855196258
air_quality_Ozone,ROPA,0.12,0.860990861
air_quality_Ozone,ROPA,0.15,0.89955499
air_quality_Ozone,ROPA,0.18,0.864567088
air_quality_Ozone,ROPA,0.21,0.939393939
air_quality_Ozone,ROPA,0.24,0.875818806
air_quality_Ozone,ROPA,0.27,0.937580938
air_quality_Ozone,ROPA,0.3,1
air_quality_Ozone,ROPA,0.33,0.939393939
air_quality_Ozone,ROPA,0.36,0.969343257
air_quality_Ozone,ROPA,0.39,1
air_quality_Ozone,ROPA,0.42,0.939393939
air_quality_Ozone,ROPA,0.45,1
air_quality_Ozone,ROPA,0.48,0.969483192
air_quality_Ozone,ROPA,0.51,1
air_quality_PM10,DIPA,0,1
air_quality_PM10,DIPA,0.03,0.963674007
air_quality_PM10,DIPA,0.06,0.855196258
air_quality_PM10,DIPA,0.09,0.855196258
air_quality_PM10,DIPA,0.12,0.81922675
air_quality_PM10,DIPA,0.15,0.81922675
air_quality_PM10,DIPA,0.18,0.783365571
air_quality_PM10,DIPA,0.21,0.712007291
air_quality_PM10,DIPA,0.24,0.67653277
air_quality_PM10,DIPA,0.27,0.641212121
air_quality_PM10,DIPA,0.3,0.56022409
air_quality_PM10,DIPA,0.33,0.639245014
air_quality_PM10,DIPA,0.36,0.58972332
air_quality_PM10,DIPA,0.39,0.546104318
air_quality_PM10,DIPA,0.42,0.583330892
air_quality_PM10,DIPA,0.45,0.569237475
air_quality_PM10,DIPA,0.48,0.515151515
air_quality_PM10,DIPA,0.51,0.476928375
air_quality_PM10,DRPA,0,1
air_quality_PM10,DRPA,0.03,0.963674007
air_quality_PM10,DRPA,0.06,0.855196258
air_quality_PM10,DRPA,0.09,0.855196258
air_quality_PM10,DRPA,0.12,0.81922675
air_quality_PM10,DRPA,0.15,0.81922675
air_quality_PM10,DRPA,0.18,0.783365571
air_quality_PM10,DRPA,0.21,0.712007291
air_quality_PM10,DRPA,0.24,0.67653277
air_quality_PM10,DRPA,0.27,0.723788407
air_quality_PM10,DRPA,0.3,0.606060606
air_quality_PM10,DRPA,0.33,0.688710267
air_quality_PM10,DRPA,0.36,0.653754941
air_quality_PM10,DRPA,0.39,0.555176389
air_quality_PM10,DRPA,0.42,0.595041322
air_quality_PM10,DRPA,0.45,0.578512397
air_quality_PM10,DRPA,0.48,0.570578643
air_quality_PM10,DRPA,0.51,0.555258467
air_quality_PM10,ROPA,0,1
air_quality_PM10,ROPA,0.03,0.963674007
air_quality_PM10,ROPA,0.06,0.855196258
air_quality_PM10,ROPA,0.09,0.896625235
air_quality_PM10,ROPA,0.12,0.89955499
air_quality_PM10,ROPA,0.15,0.935348587
air_quality_PM10,ROPA,0.18,0.901405358
air_quality_PM10,ROPA,0.21,0.90362024
air_quality_PM10,ROPA,0.24,0.904339563
air_quality_PM10,ROPA,0.27,0.937580938
air_quality_PM10,ROPA,0.3,1
air_quality_PM10,ROPA,0.33,0.837681159
air_quality_PM10,ROPA,0.36,0.937948613
air_quality_PM10,ROPA,0.39,0.969378188
air_quality_PM10,ROPA,0.42,1
air_quality_PM10,ROPA,0.45,0.969435969
air_quality_PM10,ROPA,0.48,1
air_quality_PM10,ROPA,0.51,1
air_quality_us-epa-index,DIPA,0,1
air_quality_us-epa-index,DIPA,0.03,0.963674007
air_quality_us-epa-index,DIPA,0.06,0.855196258
air_quality_us-epa-index,DIPA,0.09,0.855196258
air_quality_us-epa-index,DIPA,0.12,0.81922675
air_quality_us-epa-index,DIPA,0.15,0.81922675
air_quality_us-epa-index,DIPA,0.18,0.783365571
air_quality_us-epa-index,DIPA,0.21,0.712007291
air_quality_us-epa-index,DIPA,0.24,0.67653277
air_quality_us-epa-index,DIPA,0.27,0.683338102
air_quality_us-epa-index,DIPA,0.3,0.648148148
air_quality_us-epa-index,DIPA,0.33,0.606060606
air_quality_us-epa-index,DIPA,0.36,0.61312456
air_quality_us-epa-index,DIPA,0.39,0.618952286
air_quality_us-epa-index,DIPA,0.42,0.546104318
air_quality_us-epa-index,DIPA,0.45,0.501070487
air_quality_us-epa-index,DIPA,0.48,0.631417666
air_quality_us-epa-index,DIPA,0.51,0.630476856
air_quality_us-epa-index,DRPA,0,1
air_quality_us-epa-index,DRPA,0.03,0.963674007
air_quality_us-epa-index,DRPA,0.06,0.855196258
air_quality_us-epa-index,DRPA,0.09,0.855196258
air_quality_us-epa-index,DRPA,0.12,0.81922675
air_quality_us-epa-index,DRPA,0.15,0.81922675
air_quality_us-epa-index,DRPA,0.18,0.783365571
air_quality_us-epa-index,DRPA,0.21,0.712007291
air_quality_us-epa-index,DRPA,0.24,0.67653277
air_quality_us-epa-index,DRPA,0.27,0.641212121
air_quality_us-epa-index,DRPA,0.3,0.606060606
air_quality_us-epa-index,DRPA,0.33,0.583333333
air_quality_us-epa-index,DRPA,0.36,0.565953654
air_quality_us-epa-index,DRPA,0.39,0.618952286
air_quality_us-epa-index,DRPA,0.42,0.578289635
air_quality_us-epa-index,DRPA,0.45,0.562417655
air_quality_us-epa-index,DRPA,0.48,0.581746443
air_quality_us-epa-index,DRPA,0.51,0.634635635
air_quality_us-epa-index,ROPA,0,1
air_quality_us-epa-index,ROPA,0.03,0.963674007
air_quality_us-epa-index,ROPA,0.06,0.855196258
air_quality_us-epa-index,ROPA,0.09,0.855196258
air_quality_us-epa-index,ROPA,0.12,0.81922675
air_quality_us-epa-index,ROPA,0.15,0.81922675
air_quality_us-epa-index,ROPA,0.18,0.783365571
air_quality_us-epa-index,ROPA,0.21,0.712007291
air_quality_us-epa-index,ROPA,0.24,0.67653277
air_quality_us-epa-index,ROPA,0.27,0.641212121
air_quality_us-epa-index,ROPA,0.3,0.648148148
air_quality_us-epa-index,ROPA,0.33,0.702457265
air_quality_us-epa-index,ROPA,0.36,0.653754941
air_quality_us-epa-index,ROPA,0.39,0.608718767
air_quality_us-epa-index,ROPA,0.42,0.778138528
air_quality_us-epa-index,ROPA,0.45,0.676626146
air_quality_us-epa-index,ROPA,0.48,0.625590626
air_quality_us-epa-index,ROPA,0.51,0.634635635
feels_like_celsius,DIPA,0,1
feels_like_celsius,DIPA,0.03,0.963674007
feels_like_celsius,DIPA,0.06,0.855196258
feels_like_celsius,DIPA,0.09,0.855196258
feels_like_celsius,DIPA,0.12,0.81922675
feels_like_celsius,DIPA,0.15,0.81922675
feels_like_celsius,DIPA,0.18,0.783365571
feels_like_celsius,DIPA,0.21,0.712007291
feels_like_celsius,DIPA,0.24,0.67653277
feels_like_celsius,DIPA,0.27,0.641212121
feels_like_celsius,DIPA,0.3,0.606060606
feels_like_celsius,DIPA,0.33,0.583333333
feels_like_celsius,DIPA,0.36,0.502392344
feels_like_celsius,DIPA,0.39,0.583330892
feels_like_celsius,DIPA,0.42,0.654761905
feels_like_celsius,DIPA,0.45,0.578512397
feels_like_celsius,DIPA,0.48,0.564525565
feels_like_celsius,DIPA,0.51,0.542424242
feels_like_celsius,DRPA,0,1
feels_like_celsius,DRPA,0.03,0.963674007
feels_like_celsius,DRPA,0.06,0.855196258
feels_like_celsius,DRPA,0.09,0.855196258
feels_like_celsius,DRPA,0.12,0.81922675
feels_like_celsius,DRPA,0.15,0.81922675
feels_like_celsius,DRPA,0.18,0.864567088
feels_like_celsius,DRPA,0.21,0.712007291
feels_like_celsius,DRPA,0.24,0.718673219
feels_like_celsius,DRPA,0.27,0.641212121
feels_like_celsius,DRPA,0.3,0.664142325
feels_like_celsius,DRPA,0.33,0.648148148
feels_like_celsius,DRPA,0.36,0.565953654
feels_like_celsius,DRPA,0.39,0.531680441
feels_like_celsius,DRPA,0.42,0.619530773
feels_like_celsius,DRPA,0.45,0.535543404
feels_like_celsius,DRPA,0.48,0.581746443
feels_like_celsius,DRPA,0.51,0.634635635
feels_like_celsius,ROPA,0,1
feels_like_celsius,ROPA,0.03,0.963674007
feels_like_celsius,ROPA,0.06,0.855196258
feels_like_celsius,ROPA,0.09,0.855196258
feels_like_celsius,ROPA,0.12,0.860990861
feels_like_celsius,ROPA,0.15,0.89955499
feels_like_celsius,ROPA,0.18,0.968905587
feels_like_celsius,ROPA,0.21,0.969123469
feels_like_celsius,ROPA,0.24,0.797535798
feels_like_celsius,ROPA,0.27,0.800150263
feels_like_celsius,ROPA,0.3,0.937780773
feels_like_celsius,ROPA,0.33,0.872033024
feels_like_celsius,ROPA,0.36,1
feels_like_celsius,ROPA,0.39,1
feels_like_celsius,ROPA,0.42,0.939393939
feels_like_celsius,ROPA,0.45,0.969435969
feels_like_celsius,ROPA,0.48,1
feels_like_celsius,ROPA,0.51,1
gust_kph,DIPA,0,1
gust_kph,DIPA,0.03,0.963674007
gust_kph,DIPA,0.06,0.855196258
gust_kph,DIPA,0.09,0.855196258
gust_kph,DIPA,0.12,0.81922675
gust_kph,DIPA,0.15,0.81922675
gust_kph,DIPA,0.18,0.825324675
gust_kph,DIPA,0.21,0.712007291
gust_kph,DIPA,0.24,0.67653277
gust_kph,DIPA,0.27,0.683338102
gust_kph,DIPA,0.3,0.606060606
gust_kph,DIPA,0.33,0.583333333
gust_kph,DIPA,0.36,0.629514964
gust_kph,DIPA,0.39,0.770173537
gust_kph,DIPA,0.42,0.743475691
gust_kph,DIPA,0.45,0.59671907
gust_kph,DIPA,0.48,0.72020202
gust_kph,DIPA,0.51,0.755235755
gust_kph,DRPA,0,1
gust_kph,DRPA,0.03,0.963674007
gust_kph,DRPA,0.06,0.855196258
gust_kph,DRPA,0.09,0.855196258
gust_kph,DRPA,0.12,0.81922675
gust_kph,DRPA,0.15,0.81922675
gust_kph,DRPA,0.18,0.783365571
gust_kph,DRPA,0.21,0.712007291
gust_kph,DRPA,0.24,0.67653277
gust_kph,DRPA,0.27,0.641212121
gust_kph,DRPA,0.3,0.688710267
gust_kph,DRPA,0.33,0.648148148
gust_kph,DRPA,0.36,0.61312456
gust_kph,DRPA,0.39,0.578289635
gust_kph,DRPA,0.42,0.608718767
gust_kph,DRPA,0.45,0.578512397
gust_kph,DRPA,0.48,0.564525565
gust_kph,DRPA,0.51,0.447109948
gust_kph,ROPA,0,1
gust_kph,ROPA,0.03,0.963674007
gust_kph,ROPA,0.06,0.855196258
gust_kph,ROPA,0.09,0.896625235
gust_kph,ROPA,0.12,0.81922675
gust_kph,ROPA,0.15,0.89955499
gust_kph,ROPA,0.18,0.936107688
gust_kph,ROPA,0.21,0.90362024
gust_kph,ROPA,0.24,0.904339563
gust_kph,ROPA,0.27,0.969254473
gust_kph,ROPA,0.3,0.905377808
gust_kph,ROPA,0.33,0.937780773
gust_kph,ROPA,0.36,1
gust_kph,ROPA,0.39,1
gust_kph,ROPA,0.42,0.969378188
gust_kph,ROPA,0.45,1
gust_kph,ROPA,0.48,1
gust_kph,ROPA,0.51,1
humidity,DIPA,0,1
humidity,DIPA,0.03,0.963674007
humidity,DIPA,0.06,0.855196258
humidity,DIPA,0.09,0.855196258
humidity,DIPA,0.12,0.81922675
humidity,DIPA,0.15,0.81922675
humidity,DIPA,0.18,0.783365571
humidity,DIPA,0.21,0.754132231
humidity,DIPA,0.24,0.67653277
humidity,DIPA,0.27,0.641212121
humidity,DIPA,0.3,0.648148148
humidity,DIPA,0.33,0.583333333
humidity,DIPA,0.36,0.693076274
humidity,DIPA,0.39,0.483489869
humidity,DIPA,0.42,0.671333215
humidity,DIPA,0.45,0.650394178
humidity,DIPA,0.48,0.591215911
humidity,DIPA,0.51,0.51577604
humidity,DRPA,0,1
humidity,DRPA,0.03,0.963674007
humidity,DRPA,0.06,0.855196258
humidity,DRPA,0.09,0.855196258
humidity,DRPA,0.12,0.81922675
humidity,DRPA,0.15,0.81922675
humidity,DRPA,0.18,0.783365571
humidity,DRPA,0.21,0.754132231
humidity,DRPA,0.24,0.67653277
humidity,DRPA,0.27,0.683338102
humidity,DRPA,0.3,0.606060606
humidity,DRPA,0.33,0.727851905
humidity,DRPA,0.36,0.629514964
humidity,DRPA,0.39,0.578289635
humidity,DRPA,0.42,0.743475691
humidity,DRPA,0.45,0.588855505
humidity,DRPA,0.48,0.598316498
humidity,DRPA,0.51,0.574335574
humidity,ROPA,0,1
humidity,ROPA,0.03,0.963674007
humidity,ROPA,0.06,0.855196258
humidity,ROPA,0.09,0.896625235
humidity,ROPA,0.12,0.89955499
humidity,ROPA,0.15,0.89955499
humidity,ROPA,0.18,0.901405358
humidity,ROPA,0.21,1
humidity,ROPA,0.24,0.870109434
humidity,ROPA,0.27,0.969254473
humidity,ROPA,0.3,0.937780773
humidity,ROPA,0.33,0.969302636
humidity,ROPA,0.36,0.969343257
humidity,ROPA,0.39,0.906101415
humidity,ROPA,0.42,0.969378188
humidity,ROPA,0.45,1
humidity,ROPA,0.48,1
humidity,ROPA,0.51,0.875835876
pressure_mb,DIPA,0,1
pressure_mb,DIPA,0.03,0.963674007
pressure_mb,DIPA,0.06,0.855196258
pressure_mb,DIPA,0.09,0.855196258
pressure_mb,DIPA,0.12,0.81922675
pressure_mb,DIPA,0.15,0.81922675
pressure_mb,DIPA,0.18,0.783365571
pressure_mb,DIPA,0.21,0.712007291
pressure_mb,DIPA,0.24,0.718673219
pressure_mb,DIPA,0.27,0.641212121
pressure_mb,DIPA,0.3,0.688710267
pressure_mb,DIPA,0.33,0.727851905
pressure_mb,DIPA,0.36,0.604926047
pressure_mb,DIPA,0.39,0.570763335
pressure_mb,DIPA,0.42,0.716450216
pressure_mb,DIPA,0.45,0.723973607
pressure_mb,DIPA,0.48,0.631417666
pressure_mb,DIPA,0.51,0.726419947
pressure_mb,DRPA,0,1
pressure_mb,DRPA,0.03,0.963674007
pressure_mb,DRPA,0.06,0.855196258
pressure_mb,DRPA,0.09,0.855196258
pressure_mb,DRPA,0.12,0.81922675
pressure_mb,DRPA,0.15,0.81922675
pressure_mb,DRPA,0.18,0.783365571
pressure_mb,DRPA,0.21,0.712007291
pressure_mb,DRPA,0.24,0.718673219
pressure_mb,DRPA,0.27,0.683338102
pressure_mb,DRPA,0.3,0.606060606
pressure_mb,DRPA,0.33,0.688710267
pressure_mb,DRPA,0.36,0.629514964
pressure_mb,DRPA,0.39,0.595041322
pressure_mb,DRPA,0.42,0.555176389
pressure_mb,DRPA,0.45,0.711932852
pressure_mb,DRPA,0.48,0.617464972
pressure_mb,DRPA,0.51,0.590003657
pressure_mb,ROPA,0,1
pressure_mb,ROPA,0.03,0.963674007
pressure_mb,ROPA,0.06,0.855196258
pressure_mb,ROPA,0.09,0.855196258
pressure_mb,ROPA,0.12,0.89955499
pressure_mb,ROPA,0.15,0.89955499
pressure_mb,ROPA,0.18,0.968905587
pressure_mb,ROPA,0.21,0.93703299
pressure_mb,ROPA,0.24,0.904339563
pressure_mb,ROPA,0.27,0.904910992
pressure_mb,ROPA,0.3,0.969302636
pressure_mb,ROPA,0.33,0.872033024
pressure_mb,ROPA,0.36,1
pressure_mb,ROPA,0.39,0.906101415
pressure_mb,ROPA,0.42,1
pressure_mb,ROPA,0.45,1
pressure_mb,ROPA,0.48,1
pressure_mb,ROPA,0.51,1
temperature_celsius,DIPA,0,1
