date,country,temperature_celsius,pressure_mb,feels_like_celsius,gust_kph,humidity,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index
2024-05-16,Afghanistan,1.4430605253640565,-2.0169651310380132,0.6076281566619826,2.4314494586734856,3.4386644573384015,3.0798859336310316,2.0374029386166304,-2.2881665684946397,1,5
2024-05-16,Kenya,-2.1920421401254986,-2.2784320628108192,0.39281903570353266,-0.21396329707022888,-1.7579172363910516,0.5155662130429046,1.4663885627216984,-0.696702190274579,3,4
2024-05-16,Kuwait,0.74187666383149,0.3043785780944349,1.8524783516826973,0.4807044775495602,13.683697871574333,-1.103788624947504,-0.004877386289850585,-2.3020545174112215,5,7
2024-05-16,Thailand,4.183618194693552,1.2408831048796845,1.1417542658083817,0.49935024048387644,1.4156684667136663,0.19541878659279677,5.664538385685521,-0.25078007716738193,6,8
2024-05-16,Malawi,-1.4170627332858023,-1.033583767659523,-3.9719831263297247,-0.2936204004424052,-0.7331261118957482,3.9547445149892946,0.8695888695969267,-2.5233566139984434,2,6
2024-05-16,Mali,9.715931341100326,2.8967371280739243,0.08780651009229834,0.3874832700414209,-0.41026070480961996,-2.9103914388348953,-1.9614868862795118,-0.3215859792106849,3,3
2024-05-16,Malta,-1.8080179658069677,-2.338536037972657,-0.7740482546675821,-0.14022469929242914,0.8387551034274131,1.6574984002007302,4.216788224082407,4.905564343886052,5,5
2024-05-16,Mauritania,-1.6726320538546757,0.022655456467062504,2.3286612104887716,-1.63045469788702,3.036973759697111,-0.6485815140466571,4.617190485148633,9.232747431646422,2,2
2024-05-16,Mauritius,-0.5181120102301321,0.22972415576556812,-0.9373563998104432,3.193416713836308,8.642812172797633,-3.858138096616417,-0.2736486063677648,0.6863266173036748,3,6
2024-05-16,Mozambique,-0.13708847138442729,-2.1815111925196766,-1.0023666493994299,-1.9554801927568104,-0.5275916423166881,-2.2720142599459447,3.2154425080357862,-5.226292717604136,1,4
2024-05-16,Myanmar,-1.8760407356476225,-4.055220766768548,-1.753922943761883,-0.7891117773568943,-2.6942513031538087,-4.709673489192383,-1.4167058951856482,-0.32603031895711476,1,1
2024-05-16,Nigeria,-0.39296033136127284,1.3767090674619795,2.5724828125395334,-4.482904307789854,-1.6904308570226645,-1.4840659706037969,2.457130071262359,-0.13417763406562644,1,5
2024-05-16,Jordan,2.7443195862303598,-4.997598975700862,-5.468238381546409,0.1401662498673759,-0.4950764925632211,-0.4561174310640159,0.3462847025847177,7.235873369623974,6,8
2024-05-16,Oman,0.5364909035552372,-1.179973683369352,0.6012486644415167,1.0333665770826967,-0.2375642938160778,1.2134386507354016,3.39619902922987,-1.164981417300241,6,3
2024-05-16,Russia,-1.3371631633108365,1.2265386808790353,-0.519787175046186,-1.5071880267775872,-4.804419488881146,-5.03721474737009,2.1864343900210708,1.4551440749006526,3,1
2024-05-16,Senegal,0.26299534692770393,0.27899932154692,-5.647574533779832,-1.725033568075,-2.587614338033042,2.6989864282846376,-1.2054601524588118,0.3896974071864205,2,7
2024-05-16,Slovenia,2.880465909589979,15.628759805979923,5.859229252572323,0.3553591209129429,0.8711706637147367,-1.1345879132207415,1.6426640395842904,-0.2922988120060352,2,5
2024-05-16,South Africa,1.6196174328578827,3.344002793222297,2.130753694381629,-4.610394356712085,-0.699380093485173,0.622214183101232,1.4546772704127628,-1.0199878891547018,1,3
2024-05-16,Sudan,-0.9524716836036291,-1.187475217027101,-1.4010168542004042,-0.06331458659697164,0.21798645146828216,0.05841666667562623,0.4745097383076576,-0.6132012989966225,3,10
2024-05-16,Tanzania,-0.08775229977839834,-1.6583445301733586,-0.18753064534595015,0.9868029193137606,2.6809732479637503,0.9723529904035481,-2.555698985252594,-1.8321080594952721,6,2
2024-05-16,Ukraine,0.8255603080308771,-1.8444674448159448,-4.1870303599143615,1.7439924209203674,-3.3748295674282547,1.9345669578634528,5.142443267928662,-0.1603657974648255,1,1
2024-05-16,United Arab Emirates,-0.7028608549209334,-2.8845065300071,-0.15951810965679614,5.63444158466666,-0.8383335230199273,0.36189015495448446,1.2950765655673702,3.1744688074005345,1,1
2024-05-16,Uzbekistan,-0.4168504580826426,-1.795041946893308,-0.9522117341010219,0.8652949293052941,0.7102440798470271,-1.5390610960321278,1.9397364846757859,0.7952982028352646,3,10
2024-05-16,Vietnam,-0.9242263305381119,-1.9888401299631562,-1.1341049940312116,-0.9291475867889163,-2.178002540005425,1.0544982886761138,9.339273219413032,0.575327798645088,6,4
2024-05-16,Zambia,-1.303039367087721,1.423909511537563,-0.44320444004245363,-0.3039728359216552,1.8904113150554942,-5.968093931467566,1.5353740038321917,-2.3728210066306685,1,3
2024-05-16,Poland,1.5091099039768123,-2.8014847530406572,1.1562816610696498,1.9203179850019096,1.371321922866248,-0.34359156227463317,-1.4137507529030797,-0.28241564742500114,2,3
2024-05-16,Iraq,0.5237134481392474,5.546007828429739,3.252351235021769,-1.1582789646511704,-6.3143773813214885,-0.44165954561209875,-5.338877349359981,3.0968148406848175,1,5
2024-05-16,Turkey,-3.078669883290591,-0.9929503089787869,-1.3956612521128358,-0.08805694734715971,1.14191169651892,-0.2760251292855318,-2.3259068593309293,1.0840953617308267,1,4
2024-05-16,Indonesia,-2.1946721165996754,-2.050714560238347,1.8124641098970702,0.6677126025245175,0.4910687742994659,-1.2699201670920885,1.4612070124424652,-0.5908485881336986,5,3
2024-05-16,Iran,2.400860290804514,-5.377633600707894,-0.22312484170465385,-0.817049059435037,0.6054720786692902,5.873927275894084,1.6415210637166895,-1.2862230014474025,6,2
2024-05-16,Andorra,0.37095707090167335,2.2941621129312106,-0.555498575507706,0.13271601106805195,-1.2796981881569318,-0.8050201662962815,0.5244119169451305,-6.569071735059779,4,4
2024-05-16,Angola,-5.116689262986541,-3.530374500889776,-0.8704306314343719,1.2151295525894739,-4.480917339169673,-0.27952324275372964,-5.093910078522567,0.12201612493333547,3,2
2024-05-16,Armenia,1.3366116136907962,-1.2457764212886169,-2.404010880861004,-5.528202499865575,-0.04184422086883177,-8.655551730976502,-2.5892036423013174,3.7717367400853328,3,8
2024-05-16,Bahrain,-2.861869715896431,4.892779437507336,0.7226259007061858,3.069080319989128,-0.2903169152779979,-0.6598866251880564,1.2314789342444172,-2.076399033322623,5,2
