date,country,temperature_celsius,pressure_mb,feels_like_celsius,gust_kph,humidity,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index
2024-12-02,Afghanistan,-4.618609047639897,9.104574932603478,6.045965462867899,-8.046181513038128,1.3307480263307347,43.739194132916325,3.6766778967571243,10.698954135515043,6,5
2024-12-02,Kenya,-29.983771955601085,22.58665014054335,-19.32514722443854,30.695703115267722,-1.846434608574376,-5.085170818092345,28.178460459071704,14.783972460231873,3,1
2024-12-02,Kuwait,30.40204236753946,4.748380006019795,-5.295826090907108,4.044092540308897,0.737226966733327,11.592289743300089,2.0723413110180493,26.80608976489064,4,4
2024-12-02,Thailand,-2.529420088965723,16.107127366551783,-2.568660030076732,25.088123164816416,-27.87763321965193,-22.12562150488928,-33.861808624432804,11.879195220101156,2,6
2024-12-02,Malawi,-22.89415753389738,-88.83317925106414,-91.7029301515953,29.25663313367705,-14.917895920326234,28.259079396671726,-12.978806399401131,2.2772787508998147,3,5
2024-12-02,Mali,-1.7929473671375675,-37.87118840983503,23.04253156154232,6.5296911878867565,14.433985633983983,-20.87209408414222,8.537572734771686,-15.486834675365682,4,6
2024-12-02,Malta,7.398535525294694,13.134403198971194,12.972294438949044,-68.11691429922516,3.842461464385265,12.959122706586186,-4.898448596102284,-41.68691148802726,6,8
2024-12-02,Mauritania,-62.97650437998808,26.248969931355564,29.87976109593482,-26.118329353976996,-3.2434785051763027,42.24037525127396,-38.72930987897768,31.915605355908045,1,6
2024-12-02,Mauritius,-7.534426513541739,0.2665909161087716,-13.189130016423363,5.214972633845013,22.422966401954426,-172.87635457795236,8.868008353542654,0.8385500814450126,3,2
2024-12-02,Mozambique,-21.946948355169244,7.620701224092586,10.138871733258574,-8.185619750245134,7.7267190978029,17.315462441293278,-16.22516156119877,11.882722709317557,3,9
2024-12-02,Myanmar,23.297557772066888,2.4874535045467296,-58.900819867174846,5.029182560746564,-31.754382617863296,-15.442606133187779,-72.95434345981764,-30.75347226255092,3,10
2024-12-02,Turkey,-7.38176742603816,22.66796067691715,58.685812702929795,-14.617481230202438,-24.285278721312032,52.195199294577755,-2.4411003583297886,1.5842893531238937,3,6
2024-12-02,Jordan,2.8323340232277148,-38.16968856334755,13.976978243020385,-54.05051802097027,-67.01919902882055,-6.097608713381431,5.401342925932595,5.5125649869156,1,2
2024-12-02,Oman,-52.22652881598775,-14.995434167895489,-39.733711467455194,9.783710679121695,8.053255855693317,-23.62836808683891,7.674260827948714,35.201122107867974,4,8
2024-12-02,Russia,24.542515367230422,0.3816930479980611,-17.705643598357177,-36.04885900981616,22.48493749961882,1.3914720689321052,9.352494519576767,-8.498558473549371,4,10
2024-12-02,Senegal,58.48578456752738,-10.792913507619103,1.8675436964579373,56.321102776917975,4.023147596004474,-30.332402156683372,-6.483213395370229,9.710464278817485,3,2
2024-12-02,Slovenia,19.481400897636924,1.4381895823473352,-0.8684120706139803,-5.719112738879946,-0.08535793060517077,9.693683566347163,0.043301067767209656,-21.465687934543073,2,4
2024-12-02,South Africa,-11.46891802286329,24.996396092656912,5.723364964810249,-2.389957679750189,2.589457352583188,37.22288449553699,-19.25808924685242,98.21918065537578,6,4
2024-12-02,Sudan,6.528233427956177,-0.741934985455418,48.7618631584487,-13.641589088718598,18.7511755734967,7.442093289359709,-31.475139253702675,3.502250730815501,6,9
2024-12-02,Tanzania,-13.892098516573162,4.212796302121349,-19.159650325463037,56.20364042587854,-13.398060579485279,5.656125392083034,-60.598663659558895,7.789961221216452,2,6
2024-12-02,Vietnam,-48.414703426818946,33.99730234906207,-6.458808075167156,-11.055234138830258,8.949808147108223,-44.16427273735256,-3.4678353169528573,10.045992794900096,3,1
2024-12-02,Ukraine,-64.57321584466611,-18.041517567632212,63.90814364790322,-36.960886002642056,-13.596901134594981,-11.75809154674094,-25.707484313335026,2.382481720964192,4,5
2024-12-02,United Arab Emirates,8.791710315810029,48.00365364740245,-20.792552234249232,-27.210245972532757,23.094504577105013,2.201117734374003,-5.249627360388629,52.63181496090775,2,2
2024-12-02,Uzbekistan,-24.527522422087422,-24.938266097584908,22.64796134050833,0.4780902749177753,50.636110650790656,-44.08186040810109,1.8607024042091729,22.659193587905545,2,8
2024-12-02,Zambia,25.081728175400972,-8.567688103402373,5.440027956347385,-81.0078807884189,18.376796816728895,-26.519107867680656,14.400065899684762,13.118438609884782,1,1
2024-12-02,Poland,22.110351245736346,18.108421376033956,-8.22213449341933,2.9780889188489894,-36.66957024182528,-0.7344742030898651,32.84163913608757,52.70967640579275,4,5
2024-12-02,Iraq,26.098677044921423,16.33900994827676,16.436046153159673,-16.142118448360552,-50.17502128360519,-1.8659978207454855,27.55047002155624,5.645179941455226,6,3
2024-12-02,Nigeria,-0.622882510593691,43.184646203153285,1.4688079773853637,-27.547153127619183,17.339757035352164,8.986764983614622,24.3429000893183,10.844090586862528,3,1
2024-12-02,Indonesia,12.085529274093513,1.6104461007849797,-11.676438967360687,79.23872142510704,-7.841234415273506,12.5504812353808,1.31473066332139,-12.388646160689413,5,5
2024-12-02,Iran,0.5251285061691446,-41.505839859933836,-0.24472716682435197,-20.998880000093987,2.7877275638196206,14.874667164208022,15.290106312701539,27.387086007370275,4,6
2024-12-02,Albania,14.727865287592087,5.369224494137019,47.173544429657525,4.367587816308612,-25.320659700151477,-26.130842752231626,42.90026924123519,-8.40137048848997,3,2
2024-12-02,Andorra,11.57381282325702,-12.304752406840576,2.4057653164433566,-4.553867465601487,12.166701287580429,21.291344041770987,-28.88473475962571,1.7665900231797191,1,3
2024-12-02,Angola,24.485600019085336,10.15450674513161,19.025826431387863,13.645326664815194,-38.5629925529344,-39.53592140914183,0.5503098796029263,-9.781576105482127,3,4
2024-12-02,Armenia,18.51910484119135,-15.741722791728472,-21.539382743875276,-26.866135401179054,13.298421956485297,8.56337309556076,-47.04005405062298,-11.082594899804256,6,9
2024-12-02,Bahrain,-6.201528475119775,-2.4479490093845993,44.220892968866025,-2.7086803634339436,-2.0836020446701973,10.67268861842708,-10.835610779739845,2.7432504224155636,6,7
2024-12-02,Belarus,-7.433291290334335,-2.1035816819358164,5.893872599605649,9.494079403334391,-8.804029176198672,-34.54226780518274,40.588709194114884,0.7733780027725969,4,5
2024-12-02,Bosnia and Herzegovina,-24.27645834001065,5.009839325432562,21.11920785660823,5.759667608510143,-67.83299586183891,13.915140671177156,51.486500526000896,-10.662114990927854,4,8
2024-12-02,Bulgaria,52.56274809973815,-29.269892816348403,-17.61143083286709,-14.356686563611902,-6.784417045796284,7.314988398248867,-45.85049511756409,9.522940933266815,4,1
2024-12-02,Burundi,80.55207811711462,6.064405439677,38.577136874454936,-28.724111469204875,44.09695534210224,22.4176318516091,8.015537878714147,4.604171847871811,6,5
2024-12-02,Madagascar,-40.76542112147018,29.40250817643731,29.363722323008687,13.505775096501376,-31.534590353740644,-45.449371061803376,8.749492082318163,-7.041682830359037,4,2
2024-12-02,Cape Verde,-0.09331935906297746,4.562139613538217,-16.072409711376025,-4.591727060652958,-42.29669195282455,10.620413464110124,40.98899476515432,-38.26126795326494,4,9
2024-12-02,Botswana,13.26929922338128,-26.4913562331199,-12.85060850786929,0.8580558806982106,18.24448394246536,21.643606176387888,2.804629521409617,1.0478200528098967,6,7
2024-12-02,Hungary,-9.9854674676659,-57.02928230043118,-0.7064366662769866,43.06395677870382,2.924644721933,31.89329457545524,-9.798213338681768,5.0095768091939785,2,9
2024-12-02,Iceland,1.850167433348222,0.43862322159064304,-8.018510159021789,3.418495242964976,2.120971169432175,1.0738379058869125,-13.988431831053443,-7.366056432881086,4,5
2024-12-02,Chad,-78.08871842837105,-13.538825590649186,-8.812893507465978,-25.794684878721945,14.80067357926816,-31.958454601953076,40.622440614921985,-63.334913996105605,4,5
2024-12-02,Vatican City,-22.399156478971882,-14.881224699523168,-18.091291044053143,11.215753463216739,3.694491665925359,-4.787745778354918,-33.82619353519419,29.356829282308478,3,1
2024-12-02,Guinea-Bissau,-1.2776796202753185,-9.50318905797234,62.95311370056627,-11.949038107436046,-23.974889608133584,15.813533509438306,-26.611652083485062,-0.12211353618820692,2,5
2024-12-02,Ghana,-38.92517903289208,-25.2951198538727,55.48285114524498,-2.4321456115855433,25.165909827879535,-3.1649037279356516,10.33726122882879,-3.0556683466247696,5,1
2024-12-02,Guinea,-6.792296505615047,-8.879390314364011,-12.453172528217566,33.277091213462356,10.291499343347308,15.223495591689465,-3.446524799128758,47.769887553065786,3,10
