date,country,temperature_celsius,humidity,visibility_km,uv_index,cloud,air_quality_Ozone,air_quality_Nitrogen_dioxide,wind_direction,air_quality_us-epa-index,air_quality_gb-defra-index
2024-07-17,Afghanistan,0.5946316996852707,1.1498936725825735,-0.39789877077050184,-2.8929680370057804,0.35466867239356537,8.110310602294712,2.111116098227013,SW,1,1
2024-07-17,Kenya,-3.528774027640369,-1.1220093987745003,-0.7627696876719163,1.1381232883370003,3.4169582954758106,4.410708271290885,-2.496609279679992,NNW,6,9
2024-07-17,Kuwait,1.4509438499914502,0.9775205342071822,1.0354087565086907,2.377107245887504,-1.4772837115645063,-0.8016011734245115,-1.0475101302431575,SSE,2,7
2024-07-17,Thailand,3.34576787697896,-1.3132426443258494,5.982712338313981,-7.5405536568684965,3.417970887586569,-3.4750488502912193,-3.1127130176844733,S,1,3
2024-07-17,Malawi,2.1970111109842096,-0.08710226335632804,3.5395693922395,-0.6645126286013138,2.819497560941118,0.5020636768574773,-4.1059833931537355,SSW,2,5
2024-07-17,Mali,-0.693348230129117,-0.9116258242896011,0.15672729591386994,-5.653476439399453,4.945826249446635,-1.5079797031224458,2.3387017559070227,NW,3,1
2024-07-17,Malta,-0.04515842670703618,-2.749456613672271,-4.322779152310645,2.9130826019790477,-6.463663942780311,1.2381617942552308,4.344446884027083,ENE,6,6
2024-07-17,Mauritania,-2.17846999153156,0.7018049126730146,-0.9997489376474145,-0.6307041561229507,0.8156070803629408,4.329443814276029,-0.6335130477983466,NNW,2,4
2024-07-17,Mauritius,-0.6348583777361194,-0.9888252668301745,0.1875917593016571,0.356014961433197,-0.258525143747099,3.287633355778924,-2.052082154643998,E,3,5
2024-07-17,Mozambique,2.4184796350962645,-3.133987775461004,-0.13450851716269913,-5.762349982283128,-2.1343145163586987,-0.5694728251451199,-4.016348415935199,S,4,10
2024-07-17,Myanmar,-1.6222875896345614,2.5921611486350065,-1.2816781975853102,-1.9623047619167566,-0.3862004569688322,-1.7144864981755301,0.4188520242249407,WSW,2,10
2024-07-17,Nigeria,0.8722850939687816,-0.5847542456480816,-0.5968369999229172,-1.5422445354092258,-1.8369453838842311,1.4850233141404803,-3.837195410880277,NE,6,1
2024-07-17,Jordan,2.4200155236294387,5.436321007241758,1.1583761068646508,2.595605806859996,-1.2107703103667975,-0.16746456033102336,3.4736558921356884,WNW,3,7
2024-07-17,Oman,-0.554898622504395,0.2598493650388092,0.5504217265564074,-2.8077028093836667,-5.343713775661113,1.209351470546061,-1.8337210030293707,SSE,1,3
2024-07-17,Russia,2.1250427138838237,-4.8726797097703045,1.2908512597656763,1.0411759083197984,-1.2096309488028076,0.004496510316734981,-1.0460030543857477,ENE,2,1
2024-07-17,Senegal,0.059572181210583164,-0.5732514770069963,-1.4507023742670573,-0.7161823632097842,-0.09573246677528191,2.375690572499268,-3.1361247152938585,NNW,6,1
2024-07-17,Slovenia,-4.0500799955180495,1.1666905337724995,0.45084543784807624,0.767747881259838,-2.7304795085267024,-0.06509270312071969,-2.1926075404585457,SE,5,2
2024-07-17,South Africa,4.070832146774426,-2.5822814310905655,-1.549444889406401,1.2330109500383948,0.09453676791558419,-1.3530227266269663,-0.0972878915199702,WNW,2,8
2024-07-17,Sudan,8.35986726254986,4.300001037973256,0.21915315239505473,-6.297970700668131,-5.7095602318789425,-0.6526931465408975,-0.6524470164562526,NNW,2,1
